구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2019년09월17일,1632.61,1513.53,1500.08,1534.67,1505.01,1532.42,1508.48,1540.78,1533.31,1529.89,1532.89,1508.16,1513.54,1512.72,1506.73,1616.54,1528.19
2019년09월18일,1635.68,1516.50,1503.34,1539.54,1507.22,1536.57,1510.74,1543.22,1535.76,1532.83,1535.68,1509.99,1514.90,1515.10,1508.87,1616.51,1531.66
2019년09월19일,1638.24,1517.81,1504.72,1542.48,1508.38,1539.56,1511.77,1544.82,1537.45,1535.16,1537.43,1511.19,1516.27,1516.51,1510.50,1616.56,1536.63
2019년09월20일,1639.85,1518.49,1506.15,1544.90,1509.53,1542.05,1512.85,1546.59,1538.96,1536.47,1539.10,1512.10,1518.29,1518.32,1512.14,1616.56,1539.65
2019년09월21일,1640.36,1520.62,1506.88,1545.06,1510.81,1545.02,1513.52,1548.16,1540.76,1537.85,1541.02,1512.90,1519.56,1519.88,1513.07,1616.68,1540.28
2019년09월22일,1641.23,1520.73,1507.34,1545.42,1511.25,1545.65,1513.73,1549.01,1541.50,1538.17,1541.69,1512.94,1519.79,1520.31,1513.74,1616.87,1541.23
2019년09월23일,1641.83,1521.77,1507.86,1546.19,1512.70,1546.04,1514.70,1550.49,1542.33,1539.06,1542.59,1514.11,1520.63,1520.83,1514.70,1616.83,1542.19
2019년09월24일,1643.30,1523.72,1508.89,1547.33,1514.92,1547.81,1515.55,1552.39,1544.59,1539.88,1543.72,1515.12,1521.48,1521.53,1516.02,1616.83,1542.42
2019년09월25일,1643.95,1525.30,1509.85,1547.64,1516.01,1548.08,1516.12,1553.83,1545.70,1540.69,1544.45,1517.93,1522.51,1522.55,1517.12,1632.27,1543.12
2019년09월26일,1644.31,1526.14,1510.53,1549.94,1516.78,1548.50,1516.41,1554.61,1547.07,1541.66,1545.05,1520.77,1523.08,1523.23,1518.17,1634.18,1543.12
2019년09월27일,1644.18,1526.96,1510.70,1550.75,1517.49,1548.42,1517.14,1555.39,1547.72,1542.38,1545.11,1522.31,1523.51,1523.37,1518.72,1636.26,1545.40
2019년09월28일,1644.47,1526.92,1510.92,1550.79,1518.09,1548.10,1517.36,1555.68,1548.57,1542.69,1545.73,1523.69,1524.02,1523.99,1519.14,1636.60,1543.59
2019년09월29일,1644.70,1527.19,1511.32,1550.79,1518.34,1548.35,1517.89,1555.92,1548.91,1542.91,1546.00,1524.12,1524.16,1524.23,1519.35,1636.67,1543.75
2019년09월30일,1644.89,1527.32,1511.59,1550.96,1518.51,1547.62,1518.01,1556.46,1549.31,1543.48,1546.44,1525.08,1524.36,1524.45,1519.94,1636.46,1543.84
2019년10월01일,1644.65,1527.44,1511.67,1551.20,1519.20,1547.64,1518.67,1556.55,1550.19,1543.75,1546.75,1526.53,1524.71,1524.78,1521.01,1636.82,1546.15
2019년10월02일,1643.68,1527.35,1511.85,1550.58,1520.05,1547.64,1518.45,1556.14,1550.48,1543.43,1546.59,1526.62,1524.96,1525.23,1521.27,1636.82,1544.20
2019년10월03일,1643.64,1527.48,1511.80,1550.23,1520.43,1547.46,1518.60,1556.08,1550.73,1543.29,1546.80,1526.92,1524.89,1525.25,1521.46,1636.87,1544.67
2019년10월04일,1641.77,1527.03,1511.66,1549.22,1519.80,1547.81,1518.40,1555.67,1550.94,1543.08,1546.50,1526.33,1524.94,1525.44,1521.45,1636.87,1544.67
2019년10월05일,1640.86,1526.32,1511.46,1548.71,1519.26,1547.43,1518.16,1555.02,1550.96,1543.11,1546.44,1526.07,1525.18,1525.46,1521.46,1636.69,1544.82
2019년10월06일,1640.81,1526.27,1511.51,1548.73,1519.17,1547.47,1518.02,1554.91,1551.08,1543.73,1546.48,1525.95,1525.28,1525.58,1521.15,1636.79,1545.14
2019년10월07일,1640.24,1526.04,1511.56,1548.89,1519.22,1546.65,1517.57,1554.80,1550.99,1543.49,1546.67,1525.76,1525.67,1525.58,1521.26,1636.74,1545.45
2019년10월08일,1639.36,1525.63,1511.39,1548.03,1519.14,1546.08,1517.33,1554.20,1550.84,1543.17,1546.47,1525.30,1526.15,1526.12,1521.39,1636.74,1545.76
2019년10월09일,1638.80,1525.01,1510.96,1547.34,1518.92,1545.68,1517.19,1553.79,1550.52,1543.05,1546.34,1525.18,1526.14,1526.00,1521.51,1636.69,1545.85
2019년10월10일,1638.27,1524.80,1510.56,1546.84,1518.98,1544.96,1517.35,1553.29,1550.63,1542.95,1546.10,1524.95,1526.11,1526.01,1521.25,1636.69,1545.85
2019년10월11일,1637.61,1524.13,1509.82,1545.50,1519.00,1544.20,1516.90,1552.89,1550.80,1542.64,1545.94,1524.70,1526.28,1526.07,1520.97,1636.78,1545.60
2019년10월12일,1636.77,1524.32,1510.16,1543.64,1518.65,1543.56,1516.82,1552.31,1550.83,1542.33,1545.80,1524.62,1526.31,1526.03,1520.75,1636.73,1545.96
2019년10월13일,1637.22,1524.22,1510.01,1543.54,1518.81,1543.60,1516.98,1552.33,1550.86,1542.84,1545.89,1524.51,1526.08,1526.03,1520.66,1636.73,1545.60
2019년10월14일,1636.05,1524.14,1509.96,1543.65,1518.63,1543.00,1516.37,1552.45,1550.73,1542.50,1545.66,1524.24,1526.14,1525.93,1520.68,1636.71,1545.60
2019년10월15일,1635.65,1523.55,1509.65,1543.12,1518.79,1542.99,1516.13,1552.00,1550.55,1542.32,1545.42,1524.23,1526.10,1526.00,1520.68,1636.94,1545.92
2019년10월16일,1635.20,1523.18,1509.37,1542.14,1518.11,1541.73,1515.88,1551.44,1550.49,1542.08,1545.30,1523.81,1526.05,1525.61,1520.37,1636.87,1545.76
2019년10월17일,1634.75,1522.79,1509.07,1541.55,1517.04,1540.69,1515.88,1550.85,1550.42,1542.00,1545.02,1523.65,1526.01,1525.29,1520.17,1636.87,1543.90
2019년10월18일,1633.82,1521.83,1508.90,1541.53,1516.32,1539.45,1516.05,1550.41,1550.40,1541.55,1544.79,1523.43,1525.88,1525.25,1519.76,1614.45,1540.96
2019년10월19일,1633.18,1521.59,1508.74,1539.98,1516.10,1537.93,1515.78,1549.92,1550.21,1541.39,1544.60,1523.27,1526.10,1525.09,1519.57,1610.28,1540.12
2019년10월20일,1632.86,1521.37,1508.90,1539.97,1516.45,1537.73,1515.89,1549.72,1550.24,1541.92,1544.48,1523.27,1526.10,1524.81,1519.59,1608.80,1539.50
2019년10월21일,1632.31,1521.40,1508.49,1539.78,1516.48,1537.68,1515.79,1549.57,1550.01,1541.23,1544.54,1523.21,1525.84,1524.66,1519.33,1606.67,1539.03
2019년10월22일,1631.36,1521.16,1508.29,1538.75,1516.07,1536.72,1515.83,1548.82,1549.71,1541.11,1544.17,1522.92,1525.70,1524.39,1519.06,1605.43,1537.67
2019년10월23일,1630.43,1520.89,1508.33,1538.54,1515.69,1536.16,1515.73,1548.47,1549.39,1540.93,1543.56,1522.39,1525.67,1523.96,1518.57,1604.35,1537.00
2019년10월24일,1629.59,1520.61,1508.37,1538.07,1515.51,1534.90,1514.93,1547.86,1549.29,1540.75,1543.37,1522.17,1525.50,1523.65,1518.29,1604.20,1536.10
2019년10월25일,1628.53,1520.46,1508.11,1537.90,1515.31,1533.84,1514.94,1547.13,1549.17,1540.48,1543.20,1521.95,1525.56,1523.42,1518.00,1604.09,1535.59
2019년10월26일,1627.67,1519.99,1507.71,1537.36,1515.07,1533.29,1514.80,1546.76,1549.07,1540.15,1542.95,1521.75,1525.53,1523.17,1517.86,1604.25,1535.50
2019년10월27일,1627.65,1519.76,1508.01,1537.21,1514.87,1533.24,1514.84,1546.63,1548.99,1540.85,1542.90,1521.70,1525.55,1523.15,1517.81,1604.17,1535.50
2019년10월28일,1627.26,1519.57,1507.87,1537.52,1515.01,1532.75,1514.63,1546.36,1548.85,1540.40,1542.75,1521.86,1525.47,1523.06,1517.66,1604.06,1535.50
2019년10월29일,1626.50,1518.85,1507.50,1536.89,1514.91,1532.36,1514.39,1546.15,1548.51,1540.09,1542.51,1521.68,1525.39,1522.98,1517.42,1604.06,1535.09
2019년10월30일,1625.78,1518.42,1507.52,1536.65,1514.75,1531.88,1514.11,1545.83,1548.53,1539.88,1542.54,1521.72,1525.22,1522.92,1517.29,1604.06,1534.62
2019년10월31일,1625.34,1518.09,1507.59,1536.42,1514.61,1531.62,1513.68,1545.62,1548.26,1539.75,1542.32,1521.42,1525.21,1522.66,1517.31,1603.95,1533.40
2019년11월01일,1624.14,1517.46,1507.50,1536.00,1514.73,1531.01,1513.16,1544.84,1547.87,1539.44,1541.54,1520.84,1524.98,1522.39,1516.71,1603.72,1532.70
2019년11월02일,1623.46,1516.76,1507.23,1535.52,1514.90,1530.96,1512.87,1544.47,1547.81,1539.29,1541.48,1520.68,1524.64,1522.04,1516.36,1603.69,1532.70
2019년11월03일,1623.50,1516.59,1507.42,1535.51,1514.67,1530.21,1512.66,1544.37,1547.77,1539.34,1541.39,1520.80,1524.79,1522.00,1516.29,1603.64,1531.59
2019년11월04일,1623.62,1516.39,1507.06,1535.92,1514.30,1530.73,1512.80,1544.23,1547.53,1539.43,1541.40,1520.55,1524.60,1521.77,1515.72,1603.51,1530.82
2019년11월05일,1621.38,1515.96,1506.78,1535.42,1514.31,1530.52,1512.69,1543.36,1546.68,1539.23,1541.14,1520.32,1524.47,1521.33,1515.67,1603.67,1530.82
2019년11월06일,1619.75,1515.54,1506.45,1535.33,1514.31,1530.45,1512.70,1542.87,1546.50,1538.98,1540.80,1519.79,1524.42,1521.21,1515.25,1603.67,1530.98
2019년11월07일,1618.97,1514.45,1505.54,1534.94,1513.80,1530.23,1512.28,1542.64,1546.61,1538.72,1540.41,1519.44,1524.27,1520.91,1514.91,1603.67,1530.37
2019년11월08일,1618.67,1514.17,1505.32,1534.99,1513.62,1530.32,1512.29,1542.56,1546.47,1538.87,1540.33,1519.35,1524.14,1520.73,1514.89,1603.67,1530.45
2019년11월09일,1618.21,1513.61,1505.20,1534.31,1513.74,1530.22,1512.92,1542.27,1546.68,1539.24,1540.31,1519.32,1524.03,1520.60,1514.73,1603.36,1530.45
2019년11월10일,1617.97,1513.64,1505.27,1534.26,1513.74,1530.18,1513.10,1542.40,1546.40,1539.34,1540.39,1519.33,1524.11,1520.47,1514.71,1603.36,1532.07
2019년11월11일,1617.43,1513.23,1504.95,1535.09,1514.16,1530.35,1513.15,1542.65,1546.87,1539.25,1540.30,1519.33,1523.96,1520.59,1514.60,1603.31,1530.51
2019년11월12일,1618.15,1513.12,1504.82,1535.23,1514.17,1530.56,1513.20,1543.03,1546.51,1539.16,1540.00,1519.39,1524.31,1520.50,1514.81,1603.15,1530.35
2019년11월13일,1617.87,1513.08,1504.73,1535.07,1514.08,1530.75,1513.80,1543.20,1546.33,1539.51,1540.17,1519.39,1524.37,1520.40,1514.91,1603.05,1530.51
2019년11월14일,1617.84,1513.28,1504.74,1535.14,1514.43,1531.03,1513.96,1543.61,1546.18,1539.87,1540.19,1519.61,1524.62,1520.65,1515.05,1603.00,1530.82
2019년11월15일,1617.92,1513.38,1505.18,1535.50,1514.82,1530.78,1514.61,1543.89,1546.23,1539.94,1540.26,1519.84,1524.52,1520.86,1515.21,1602.84,1530.51
2019년11월16일,1618.79,1513.69,1505.62,1536.04,1514.94,1531.00,1515.25,1544.11,1546.28,1539.81,1540.45,1520.01,1524.70,1521.00,1515.22,1602.84,1530.68
2019년11월17일,1619.18,1513.63,1505.80,1535.31,1514.98,1531.06,1515.17,1544.41,1546.31,1539.84,1540.56,1519.98,1524.62,1521.32,1515.52,1602.84,1530.68
2019년11월18일,1618.74,1513.77,1505.83,1536.77,1515.32,1531.41,1516.34,1544.63,1546.43,1540.12,1540.58,1520.10,1524.64,1521.48,1515.53,1602.74,1530.98
2019년11월19일,1620.02,1514.17,1506.43,1537.22,1516.10,1532.08,1516.21,1545.00,1546.58,1539.93,1541.01,1520.24,1525.12,1521.56,1515.28,1589.98,1531.45
2019년11월20일,1620.66,1514.42,1506.54,1537.82,1516.44,1532.07,1516.27,1545.26,1546.70,1539.94,1540.87,1520.67,1525.09,1521.37,1515.36,1587.91,1531.29
2019년11월21일,1621.18,1514.67,1506.66,1538.21,1516.54,1534.12,1516.21,1545.65,1546.78,1540.55,1540.78,1520.77,1525.39,1521.82,1515.57,1586.72,1532.59
2019년11월22일,1621.87,1514.80,1507.08,1538.63,1516.96,1535.25,1516.41,1546.10,1546.73,1540.68,1540.99,1521.38,1525.56,1521.83,1515.80,1585.54,1532.01
2019년11월23일,1622.32,1515.22,1507.61,1541.61,1517.12,1536.12,1516.43,1546.38,1546.92,1541.04,1540.97,1521.54,1525.63,1521.99,1516.03,1584.55,1532.48
2019년11월24일,1622.86,1515.48,1507.84,1543.08,1517.19,1536.88,1516.60,1546.83,1546.85,1541.41,1541.10,1521.94,1525.81,1522.05,1516.08,1584.66,1532.95
2019년11월25일,1622.85,1516.08,1507.77,1543.05,1517.22,1537.19,1516.60,1547.22,1546.98,1541.72,1541.35,1522.40,1525.92,1522.30,1516.19,1583.90,1533.54
2019년11월26일,1623.17,1516.15,1507.90,1543.67,1517.47,1537.60,1516.73,1547.71,1547.01,1542.02,1541.34,1522.94,1525.94,1522.44,1516.25,1583.64,1534.64
2019년11월27일,1622.99,1516.79,1507.92,1543.61,1518.72,1538.03,1517.31,1548.17,1547.07,1542.37,1541.42,1523.23,1526.26,1522.73,1516.72,1583.41,1533.85
2019년11월28일,1623.24,1517.38,1508.60,1543.47,1520.02,1538.36,1517.38,1548.55,1547.24,1542.68,1541.65,1523.81,1526.66,1523.00,1516.83,1583.41,1536.70
2019년11월29일,1623.25,1517.84,1509.09,1543.61,1520.81,1539.24,1517.76,1548.66,1547.50,1543.39,1541.75,1524.89,1526.81,1523.30,1517.26,1583.36,1535.57
2019년11월30일,1623.70,1518.14,1509.39,1544.05,1521.12,1538.94,1518.71,1548.70,1547.66,1543.59,1542.14,1526.82,1526.86,1523.26,1517.66,1583.36,1536.06
2019년12월01일,1624.10,1518.13,1509.58,1544.42,1521.73,1539.41,1518.95,1549.16,1548.14,1544.13,1542.76,1528.76,1527.23,1523.39,1517.83,1583.36,1537.03
2019년12월02일,1624.07,1518.61,1509.47,1543.91,1522.05,1540.03,1519.24,1549.46,1548.19,1544.57,1543.03,1530.81,1527.25,1523.51,1517.99,1583.26,1536.06
2019년12월03일,1624.94,1519.41,1509.97,1544.52,1522.53,1539.65,1519.88,1549.87,1548.42,1544.59,1543.10,1532.44,1527.40,1523.77,1518.27,1595.73,1536.06
2019년12월04일,1625.46,1519.35,1510.15,1544.47,1522.62,1540.75,1520.25,1550.23,1548.86,1544.86,1543.16,1533.25,1527.52,1523.78,1518.57,1599.65,1535.75
2019년12월05일,1625.91,1519.25,1511.66,1545.51,1523.55,1541.23,1520.94,1550.60,1548.95,1545.24,1543.79,1534.55,1527.95,1524.08,1518.99,1600.64,1536.35
2019년12월06일,1626.25,1519.62,1513.47,1546.57,1524.50,1541.62,1521.17,1551.17,1549.24,1545.59,1544.46,1536.23,1528.51,1524.49,1519.54,1603.62,1536.35
2019년12월07일,1626.90,1520.34,1515.38,1547.55,1525.09,1542.61,1521.64,1552.08,1549.72,1546.11,1545.20,1537.37,1529.07,1525.51,1520.53,1605.12,1538.09
2019년12월08일,1627.28,1520.69,1515.89,1547.10,1525.80,1543.48,1521.64,1552.40,1549.81,1546.61,1545.73,1538.15,1529.24,1525.80,1521.08,1605.22,1536.68
2019년12월09일,1627.78,1521.18,1516.62,1547.97,1526.59,1544.10,1522.91,1553.17,1549.98,1547.18,1546.51,1539.17,1530.09,1526.36,1521.93,1605.22,1536.68
2019년12월10일,1628.03,1522.01,1517.73,1548.76,1527.51,1545.84,1524.06,1553.93,1550.29,1547.81,1547.13,1540.43,1530.94,1526.92,1522.57,1605.27,1536.84
2019년12월11일,1628.95,1523.11,1518.63,1549.70,1528.59,1547.27,1526.68,1554.63,1550.61,1549.22,1547.40,1541.35,1531.81,1527.55,1523.93,1605.48,1537.15
2019년12월12일,1629.89,1524.23,1519.93,1550.51,1529.51,1548.27,1527.68,1555.48,1551.18,1550.22,1547.93,1541.89,1532.44,1528.32,1524.71,1605.32,1537.15
2019년12월13일,1629.25,1525.50,1520.53,1551.33,1530.37,1549.31,1529.17,1556.25,1551.46,1551.52,1548.59,1542.59,1533.46,1528.86,1525.54,1605.22,1537.62
2019년12월14일,1629.93,1526.54,1521.97,1552.85,1530.96,1551.39,1530.70,1556.76,1551.51,1552.78,1549.56,1543.54,1534.14,1529.60,1526.25,1605.32,1537.78
2019년12월15일,1630.28,1526.79,1522.29,1553.70,1531.37,1552.18,1531.18,1557.22,1551.79,1553.15,1550.13,1543.94,1534.62,1529.98,1526.70,1605.32,1538.56
2019년12월16일,1630.51,1527.50,1523.30,1555.32,1532.45,1553.65,1531.88,1557.95,1552.92,1553.76,1550.78,1544.55,1535.28,1530.60,1527.76,1605.32,1538.41
2019년12월17일,1631.64,1528.73,1524.65,1556.48,1533.91,1555.26,1532.76,1558.72,1553.44,1554.07,1551.55,1545.57,1536.03,1531.25,1528.61,1605.32,1539.40
2019년12월18일,1631.94,1529.54,1525.75,1557.20,1534.76,1556.16,1533.80,1559.47,1553.83,1554.70,1551.91,1546.09,1536.49,1531.72,1529.59,1605.35,1540.01
2019년12월19일,1632.49,1530.29,1526.46,1557.38,1535.29,1557.19,1535.22,1560.05,1554.63,1555.52,1552.45,1546.77,1537.62,1532.69,1529.96,1605.32,1540.92
2019년12월20일,1632.80,1531.06,1527.45,1558.08,1535.25,1557.62,1536.33,1560.86,1554.84,1556.66,1553.06,1547.81,1538.36,1533.70,1530.60,1605.32,1540.53
2019년12월21일,1633.30,1532.15,1528.27,1558.17,1536.40,1558.30,1536.71,1561.39,1555.47,1557.32,1553.90,1548.66,1539.09,1534.71,1531.62,1605.38,1542.43
2019년12월22일,1633.63,1532.46,1528.69,1558.63,1537.92,1558.60,1536.73,1562.11,1556.03,1557.92,1554.53,1549.13,1539.65,1535.33,1531.87,1605.38,1542.73
2019년12월23일,1634.22,1533.27,1529.13,1558.78,1538.81,1558.70,1537.09,1562.61,1556.52,1558.70,1555.02,1550.13,1540.30,1535.91,1532.30,1605.48,1543.20
2019년12월24일,1634.87,1534.02,1528.96,1559.38,1539.41,1559.14,1537.78,1563.42,1556.99,1559.35,1555.62,1550.91,1540.99,1536.68,1532.98,1630.38,1545.44
2019년12월25일,1635.00,1534.79,1529.86,1559.95,1540.81,1559.57,1538.34,1563.95,1557.31,1559.53,1556.09,1551.28,1541.93,1537.17,1533.78,1632.69,1548.12
2019년12월26일,1635.52,1535.36,1529.94,1560.36,1542.50,1559.89,1539.77,1564.68,1557.67,1560.32,1556.33,1551.71,1542.28,1538.00,1534.55,1634.79,1549.81
2019년12월27일,1635.87,1536.40,1530.60,1560.78,1543.85,1560.46,1541.42,1565.31,1557.90,1561.19,1557.08,1552.21,1543.15,1538.79,1535.34,1635.26,1551.95
2019년12월28일,1636.48,1537.10,1530.82,1560.60,1544.20,1561.62,1542.66,1565.63,1558.61,1561.45,1557.89,1552.78,1544.09,1539.59,1536.38,1635.44,1552.87
2019년12월29일,1636.67,1537.41,1531.22,1560.79,1545.07,1561.96,1543.32,1566.16,1558.98,1561.95,1558.38,1553.21,1544.72,1539.88,1536.45,1635.62,1554.03
2019년12월30일,1637.37,1537.90,1531.40,1561.67,1545.79,1562.24,1543.95,1566.63,1559.32,1562.20,1559.16,1553.60,1545.66,1540.64,1536.90,1635.89,1554.26
2019년12월31일,1638.57,1538.16,1531.56,1562.53,1546.01,1563.13,1545.46,1567.18,1560.03,1562.81,1559.70,1554.42,1547.11,1541.36,1537.53,1635.62,1555.92
2020년01월01일,1639.46,1539.07,1533.50,1562.87,1547.66,1563.44,1547.08,1567.87,1561.78,1563.94,1560.57,1555.56,1549.15,1543.14,1538.58,1635.13,1557.95
2020년01월02일,1640.41,1539.41,1534.34,1563.14,1548.05,1563.32,1547.79,1568.43,1562.53,1564.80,1561.84,1556.43,1550.05,1544.21,1539.25,1635.23,1558.10
2020년01월03일,1640.88,1539.93,1535.01,1563.32,1548.28,1564.20,1547.63,1568.67,1563.48,1566.05,1562.63,1557.46,1551.20,1545.10,1540.00,1636.01,1558.41
2020년01월04일,1640.67,1539.88,1536.24,1564.28,1549.15,1565.86,1548.76,1569.14,1564.91,1566.47,1563.43,1558.62,1552.42,1546.06,1540.85,1637.31,1559.26
2020년01월05일,1641.06,1540.21,1536.79,1565.67,1550.02,1566.63,1548.89,1569.67,1565.45,1566.89,1563.85,1558.92,1552.91,1546.51,1541.07,1638.15,1559.26
2020년01월06일,1642.00,1542.31,1538.26,1567.70,1551.19,1567.24,1549.76,1570.46,1566.38,1568.05,1564.73,1559.72,1553.66,1547.53,1542.00,1639.09,1559.41
2020년01월07일,1643.70,1544.33,1540.74,1571.23,1553.73,1568.75,1551.52,1572.55,1567.57,1569.54,1566.37,1560.40,1555.33,1549.12,1543.67,1639.71,1562.64
2020년01월08일,1644.83,1545.12,1543.26,1573.19,1555.37,1570.68,1553.09,1573.96,1568.67,1570.82,1568.45,1561.35,1556.56,1550.86,1545.19,1640.33,1566.95
2020년01월09일,1646.69,1546.95,1545.85,1578.83,1556.86,1571.20,1554.95,1575.66,1570.28,1571.84,1569.64,1563.14,1557.72,1552.37,1546.77,1641.22,1569.20
2020년01월10일,1647.61,1547.41,1546.50,1580.89,1558.12,1572.21,1556.05,1577.06,1571.59,1572.58,1570.80,1564.01,1558.65,1553.41,1547.40,1641.69,1570.49
2020년01월11일,1648.27,1548.78,1547.50,1581.18,1559.71,1572.75,1556.77,1577.83,1572.60,1573.34,1571.82,1564.68,1559.47,1554.15,1548.19,1641.23,1571.35
2020년01월12일,1647.92,1549.29,1547.88,1581.53,1560.52,1572.45,1557.32,1578.17,1572.70,1573.90,1571.95,1564.99,1559.62,1554.66,1548.37,1642.29,1572.50
2020년01월13일,1647.72,1549.70,1548.32,1580.69,1561.70,1572.78,1557.72,1578.92,1573.42,1574.84,1572.64,1565.81,1560.20,1555.27,1549.16,1642.50,1572.96
2020년01월14일,1648.33,1549.46,1548.40,1579.85,1561.84,1572.81,1558.08,1579.37,1573.98,1575.56,1572.92,1566.08,1560.46,1555.84,1549.92,1642.93,1573.27
2020년01월15일,1648.11,1549.40,1548.38,1579.03,1561.63,1572.13,1558.44,1579.35,1574.58,1575.52,1572.81,1566.21,1560.96,1556.38,1550.33,1642.91,1573.26
2020년01월16일,1647.87,1548.98,1548.13,1578.28,1561.84,1571.37,1558.14,1579.27,1575.38,1576.29,1572.79,1566.52,1561.04,1556.59,1550.68,1642.91,1573.43
2020년01월17일,1647.68,1548.68,1548.04,1577.28,1561.04,1570.97,1558.41,1578.96,1575.59,1576.44,1572.83,1566.44,1561.25,1556.63,1550.50,1642.91,1573.58
2020년01월18일,1647.15,1548.42,1547.76,1576.18,1561.31,1570.42,1557.63,1578.53,1575.82,1576.42,1572.79,1566.40,1561.35,1556.64,1550.49,1642.98,1573.78
2020년01월19일,1647.12,1548.22,1547.82,1576.19,1560.95,1570.43,1557.80,1578.50,1575.91,1576.37,1572.74,1566.59,1561.07,1556.61,1550.42,1642.91,1573.78
2020년01월20일,1647.08,1547.75,1547.68,1576.33,1560.76,1570.28,1557.48,1578.34,1576.05,1576.64,1573.06,1566.64,1561.42,1556.64,1550.31,1642.86,1573.78
2020년01월21일,1646.92,1547.22,1547.72,1575.20,1560.46,1568.33,1557.97,1578.18,1576.13,1576.70,1572.67,1566.75,1561.52,1556.80,1550.55,1642.86,1573.47
2020년01월22일,1646.60,1546.79,1547.56,1575.12,1560.15,1568.64,1558.12,1577.94,1575.79,1576.41,1572.56,1566.76,1561.74,1556.94,1550.47,1642.86,1572.86
2020년01월23일,1646.19,1546.47,1547.22,1575.07,1560.20,1567.57,1557.71,1578.08,1575.76,1576.55,1572.74,1566.90,1561.84,1557.19,1550.28,1642.93,1573.16
2020년01월24일,1646.11,1546.20,1547.43,1574.54,1560.16,1567.18,1557.71,1577.80,1576.05,1576.70,1572.58,1566.73,1561.93,1557.34,1550.33,1642.89,1573.01
2020년01월25일,1646.02,1546.37,1547.64,1574.47,1560.15,1567.59,1557.71,1577.71,1576.11,1576.58,1572.73,1566.66,1562.01,1557.36,1550.44,1642.97,1573.01
2020년01월26일,1646.29,1546.04,1547.62,1574.61,1559.80,1567.28,1557.63,1577.69,1576.22,1576.48,1572.56,1566.35,1562.00,1557.24,1550.17,1642.86,1572.86
2020년01월27일,1644.86,1545.78,1547.15,1574.50,1559.61,1566.76,1557.46,1577.25,1576.25,1576.22,1572.23,1566.01,1561.91,1556.77,1549.58,1642.86,1572.84
