구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2019년01월26일,1809.09,1689.93,1664.46,1657.57,1580.24,1652.73,1583.92,1692.11,1675.07,1683.23,1743.88,1671.08,1616.50,1676.70,1690.92,1853.50,1801.00
2019년01월27일,1809.49,1689.93,1664.33,1661.04,1578.33,1652.73,1583.92,1688.28,1675.07,1683.23,1743.88,1671.08,1616.50,1676.70,1691.07,1853.50,1801.00
2019년01월28일,1808.98,1688.29,1664.97,1655.32,1575.38,1653.18,1583.92,1691.80,1662.08,1683.23,1716.04,1671.08,1616.50,1686.13,1688.54,1853.50,1801.00
2019년01월29일,1809.27,1686.20,1664.97,1651.46,1574.44,1654.29,1583.92,1691.48,1661.88,1683.61,1713.64,1671.08,1616.50,1691.40,1683.87,1853.50,1801.00
2019년01월30일,1808.76,1684.67,1664.46,1651.12,1576.04,1654.14,1583.92,1689.78,1661.88,1684.00,1713.64,1671.08,1616.50,1689.13,1684.34,1853.50,1801.00
2019년01월31일,1807.03,1684.33,1664.46,1656.88,1576.04,1653.73,1583.92,1685.35,1661.88,1684.00,1713.64,1683.58,1616.50,1689.13,1684.34,1853.50,1801.00
2019년02월01일,1807.29,1684.50,1663.43,1656.16,1575.04,1653.73,1582.69,1683.18,1661.88,1681.88,1713.64,1669.82,1616.50,1700.04,1684.47,1853.50,1801.00
2019년02월02일,1806.85,1684.75,1663.43,1654.34,1571.70,1653.73,1582.69,1682.51,1665.08,1681.88,1713.64,1669.82,1614.83,1698.95,1684.47,1853.50,1801.00
2019년02월03일,1806.75,1684.50,1663.43,1654.58,1571.70,1654.14,1582.69,1682.21,1661.88,1681.88,1713.64,1669.82,1644.07,1711.50,1684.47,1853.50,1801.00
2019년02월04일,1806.69,1684.67,1663.43,1653.73,1570.45,1654.14,1582.69,1682.63,1661.88,1674.03,1713.64,1669.82,1644.07,1698.95,1678.37,1853.50,1801.00
2019년02월05일,1805.54,1684.67,1663.43,1653.73,1570.45,1654.14,1582.69,1687.55,1661.88,1674.03,1713.64,1669.82,1644.07,1698.95,1678.11,1853.50,1801.00
2019년02월06일,1803.66,1685.18,1662.23,1649.70,1569.20,1654.14,1582.69,1687.81,1661.88,1674.03,1713.64,1669.82,1644.07,1685.27,1684.21,1853.50,1801.00
2019년02월07일,1804.91,1685.52,1663.43,1652.41,1569.20,1654.14,1582.69,1687.18,1661.88,1679.92,1744.19,1669.82,1614.41,1685.27,1684.81,1853.50,1801.00
2019년02월08일,1803.78,1680.61,1663.43,1646.47,1569.20,1650.44,1582.69,1683.30,1661.88,1679.92,1744.26,1669.82,1614.41,1685.27,1683.48,1853.50,1801.00
2019년02월09일,1803.14,1680.27,1663.43,1652.83,1569.20,1650.44,1582.69,1682.09,1661.88,1679.92,1743.88,1669.82,1614.41,1685.27,1683.80,1853.50,1801.00
2019년02월10일,1803.45,1680.27,1659.86,1651.64,1570.45,1649.88,1582.69,1682.04,1660.37,1679.92,1713.64,1669.82,1604.27,1685.27,1684.04,1853.50,1751.33
2019년02월11일,1805.19,1677.39,1663.43,1652.59,1568.79,1649.11,1582.69,1681.50,1661.88,1679.92,1713.64,1669.82,1613.83,1684.61,1689.28,1853.50,1751.33
2019년02월12일,1804.92,1678.72,1663.43,1653.93,1570.45,1647.19,1583.46,1682.37,1661.88,1678.50,1713.64,1655.50,1601.15,1685.27,1688.83,1853.50,1751.33
2019년02월13일,1804.76,1677.55,1663.43,1654.30,1570.45,1647.56,1583.46,1682.50,1661.24,1678.50,1713.64,1658.52,1601.15,1685.27,1686.97,1853.50,1751.33
2019년02월14일,1803.58,1678.37,1663.43,1654.30,1570.04,1647.19,1584.23,1683.87,1661.24,1679.26,1711.76,1658.52,1601.15,1685.27,1687.23,1862.00,1751.33
2019년02월15일,1803.79,1679.03,1663.43,1654.72,1570.04,1647.92,1584.23,1683.60,1664.44,1670.64,1711.76,1658.52,1601.15,1685.27,1682.64,1862.00,1751.33
2019년02월16일,1803.97,1677.06,1664.46,1655.65,1570.04,1647.96,1585.76,1683.52,1664.44,1680.03,1711.76,1658.52,1613.83,1685.27,1681.85,1862.00,1751.33
2019년02월17일,1804.88,1677.06,1664.46,1655.18,1570.04,1647.96,1585.76,1684.90,1661.24,1681.19,1711.76,1658.52,1613.83,1685.27,1682.04,1862.00,1751.33
2019년02월18일,1803.60,1677.11,1664.46,1655.18,1570.04,1649.51,1585.76,1684.07,1661.68,1681.96,1740.96,1658.52,1613.83,1685.27,1682.00,1862.00,1751.33
2019년02월19일,1802.16,1677.11,1664.94,1655.41,1570.04,1646.62,1585.76,1681.34,1661.68,1681.96,1740.96,1658.52,1613.83,1685.27,1682.00,1862.00,1751.33
2019년02월20일,1800.77,1677.28,1663.66,1656.65,1570.04,1646.62,1585.76,1681.36,1659.80,1682.19,1738.81,1658.34,1613.83,1685.27,1682.04,1862.00,1751.33
2019년02월21일,1801.22,1678.30,1663.66,1651.09,1570.04,1651.00,1585.76,1678.11,1659.80,1682.73,1738.48,1658.34,1614.75,1685.27,1681.25,1862.00,1751.33
2019년02월22일,1801.27,1678.25,1663.66,1650.14,1570.04,1651.74,1590.38,1680.38,1659.80,1681.19,1738.48,1657.31,1619.75,1685.27,1681.48,1862.00,1751.33
2019년02월23일,1801.42,1677.01,1663.92,1650.61,1570.04,1652.55,1591.61,1685.10,1659.80,1683.50,1738.48,1659.61,1611.30,1687.54,1676.83,1862.00,1751.33
2019년02월24일,1801.70,1677.30,1664.17,1656.18,1570.41,1654.29,1595.46,1685.32,1674.07,1683.50,1736.25,1659.59,1611.30,1687.36,1677.13,1862.00,1751.33
2019년02월25일,1801.68,1676.44,1664.05,1656.18,1570.41,1654.25,1595.46,1683.71,1674.07,1687.65,1706.88,1662.31,1611.30,1687.36,1672.65,1862.00,1751.33
2019년02월26일,1803.38,1676.27,1664.17,1655.14,1570.41,1655.74,1597.00,1682.75,1677.38,1688.42,1706.88,1677.73,1639.07,1700.95,1672.65,1862.00,1751.33
2019년02월27일,1806.41,1675.76,1664.17,1656.85,1570.41,1656.11,1596.07,1679.74,1665.28,1688.42,1706.88,1682.08,1649.00,1700.95,1672.88,1862.00,1751.33
2019년02월28일,1806.20,1676.35,1664.17,1657.52,1570.41,1658.33,1596.07,1681.37,1662.08,1689.96,1706.88,1682.52,1649.00,1699.73,1673.11,1862.00,1751.33
2019년03월01일,1806.58,1677.55,1664.17,1663.51,1571.25,1659.07,1597.61,1682.20,1665.28,1687.65,1707.26,1683.13,1649.00,1686.09,1677.83,1862.00,1751.33
2019년03월02일,1807.61,1677.42,1664.17,1659.52,1571.25,1659.07,1597.61,1682.14,1678.92,1687.65,1707.26,1668.72,1619.75,1686.09,1678.81,1862.00,1751.33
2019년03월03일,1807.70,1677.06,1664.17,1659.52,1572.08,1659.07,1597.61,1682.35,1675.84,1687.65,1707.26,1669.18,1649.00,1686.09,1678.81,1862.00,1751.33
2019년03월04일,1807.57,1677.91,1664.17,1659.52,1572.08,1659.07,1597.61,1679.91,1675.84,1687.65,1707.26,1669.18,1649.00,1686.09,1679.04,1862.00,1751.33
2019년03월05일,1808.27,1679.08,1664.17,1660.95,1572.08,1659.07,1597.61,1680.45,1675.84,1689.53,1707.65,1669.18,1649.00,1686.09,1679.04,1862.00,1751.33
2019년03월06일,1808.49,1678.06,1663.82,1664.09,1573.33,1655.74,1593.00,1679.98,1662.88,1689.19,1708.53,1669.18,1649.00,1685.90,1679.13,1862.00,1751.33
2019년03월07일,1806.99,1679.42,1665.76,1662.16,1573.33,1659.65,1593.00,1679.67,1662.88,1687.12,1708.53,1669.45,1619.75,1699.56,1679.37,1862.00,1751.33
2019년03월08일,1806.58,1680.66,1666.00,1666.90,1573.33,1659.29,1593.00,1681.20,1662.88,1687.12,1719.33,1664.90,1619.41,1699.54,1680.76,1862.00,1751.33
2019년03월09일,1806.54,1681.18,1666.00,1666.90,1573.33,1660.33,1593.00,1681.52,1662.88,1687.92,1720.07,1671.27,1619.41,1700.37,1681.95,1862.00,1761.33
2019년03월10일,1807.26,1681.62,1666.25,1668.23,1573.33,1659.96,1594.07,1679.50,1662.88,1688.32,1720.07,1671.27,1619.41,1687.34,1682.71,1862.00,1761.33
2019년03월11일,1807.29,1682.78,1667.02,1668.23,1573.33,1660.11,1594.07,1680.65,1662.88,1688.32,1709.30,1671.27,1619.41,1687.34,1682.80,1862.00,1761.33
2019년03월12일,1808.48,1683.22,1667.79,1660.42,1573.33,1661.96,1594.84,1681.51,1684.70,1689.92,1709.30,1671.72,1619.41,1688.65,1681.88,1879.50,1761.33
2019년03월13일,1810.52,1689.26,1667.79,1663.71,1574.75,1663.26,1597.84,1684.13,1684.70,1692.72,1709.30,1673.09,1648.69,1690.56,1683.00,1879.50,1724.50
2019년03월14일,1811.27,1693.03,1670.69,1660.47,1576.41,1668.50,1597.84,1688.94,1685.07,1696.72,1713.15,1668.23,1650.23,1691.43,1683.55,1879.50,1724.50
2019년03월15일,1812.92,1693.65,1670.76,1665.09,1576.41,1666.40,1603.61,1695.42,1697.03,1699.52,1713.53,1670.23,1650.23,1704.29,1685.39,1879.50,1761.33
2019년03월16일,1813.64,1694.59,1673.48,1666.28,1577.32,1668.03,1590.76,1696.93,1686.92,1699.52,1713.53,1675.22,1650.23,1707.04,1685.39,1879.50,1764.66
2019년03월17일,1813.97,1694.96,1673.74,1666.76,1577.32,1672.70,1592.30,1697.63,1686.92,1699.52,1713.72,1678.40,1657.92,1708.70,1685.39,1879.50,1774.66
2019년03월18일,1813.56,1696.30,1674.51,1667.80,1578.52,1673.07,1596.15,1694.42,1678.92,1699.52,1713.92,1679.59,1660.00,1709.12,1685.86,1879.50,1774.66
2019년03월19일,1815.74,1699.93,1674.97,1671.85,1581.41,1676.96,1598.46,1695.44,1667.68,1701.52,1715.46,1683.31,1663.84,1709.95,1687.54,1879.50,1774.66
2019년03월20일,1818.98,1699.46,1678.30,1673.82,1582.66,1677.11,1600.50,1697.39,1669.28,1701.52,1717.38,1683.31,1658.46,1710.37,1689.33,1879.50,1774.66
2019년03월21일,1820.11,1701.96,1680.87,1676.07,1583.08,1677.11,1620.38,1694.98,1669.96,1701.52,1718.80,1683.31,1658.46,1697.78,1689.80,1889.50,1774.66
2019년03월22일,1821.05,1699.96,1681.12,1676.07,1584.33,1678.22,1621.92,1695.72,1671.04,1708.92,1721.23,1683.77,1660.76,1697.78,1690.28,1889.50,1778.00
2019년03월23일,1824.57,1699.28,1682.66,1680.35,1579.72,1679.76,1623.07,1696.95,1672.24,1709.69,1722.38,1683.77,1661.53,1699.52,1694.48,1889.50,1778.00
2019년03월24일,1823.86,1699.96,1682.92,1681.17,1583.32,1680.66,1623.07,1697.61,1674.62,1709.69,1722.38,1683.77,1635.00,1701.26,1694.48,1889.50,1784.66
2019년03월25일,1824.88,1702.25,1683.43,1678.80,1583.32,1680.66,1625.76,1699.52,1675.76,1709.69,1722.38,1683.77,1690.00,1713.70,1694.48,1889.50,1784.66
2019년03월26일,1827.16,1705.46,1685.23,1679.78,1602.56,1683.25,1625.76,1699.95,1675.76,1710.84,1722.38,1686.04,1693.07,1713.70,1694.48,1889.50,1784.66
2019년03월27일,1828.06,1703.86,1686.25,1682.12,1602.56,1683.40,1625.76,1700.68,1683.42,1712.00,1726.23,1685.81,1693.07,1715.45,1696.72,1889.50,1784.66
2019년03월28일,1828.31,1704.60,1686.51,1686.28,1603.24,1683.14,1625.46,1700.62,1683.80,1705.85,1727.19,1685.81,1698.07,1715.70,1699.18,1889.50,1784.66
2019년03월29일,1828.10,1705.10,1687.28,1688.52,1587.54,1683.51,1627.76,1701.04,1683.80,1709.55,1727.19,1689.56,1698.07,1716.12,1701.07,1889.50,1784.66
2019년03월30일,1828.54,1706.78,1687.53,1690.04,1604.04,1683.66,1630.84,1702.34,1683.80,1709.55,1738.25,1691.30,1699.50,1716.12,1699.74,1889.50,1784.66
2019년03월31일,1828.34,1709.36,1687.53,1690.90,1604.04,1683.03,1630.84,1702.91,1675.36,1709.88,1738.25,1693.47,1676.38,1716.12,1699.27,1889.50,1784.66
2019년04월01일,1826.85,1710.68,1687.53,1685.78,1613.48,1683.03,1637.00,1704.23,1676.56,1710.62,1726.17,1696.95,1649.41,1716.12,1700.04,1889.50,1788.00
2019년04월02일,1828.59,1710.11,1685.65,1685.97,1615.24,1685.03,1637.38,1705.36,1679.16,1711.37,1755.09,1710.08,1649.41,1709.43,1702.83,1894.50,1788.00
2019년04월03일,1831.65,1710.17,1689.07,1687.32,1605.83,1684.25,1638.92,1706.41,1679.16,1711.74,1748.60,1710.08,1649.41,1723.20,1704.41,1894.50,1788.00
2019년04월04일,1832.73,1714.33,1689.84,1693.24,1606.08,1685.37,1644.23,1707.18,1681.16,1711.74,1748.60,1710.26,1650.25,1723.58,1705.68,1894.50,1788.00
2019년04월05일,1834.13,1717.70,1690.10,1694.17,1623.04,1687.22,1650.38,1708.58,1681.84,1713.62,1769.42,1697.09,1665.25,1722.75,1706.04,1931.50,1788.00
2019년04월06일,1835.65,1719.53,1690.71,1695.43,1623.20,1688.92,1651.92,1713.53,1703.33,1714.14,1732.07,1697.09,1665.25,1713.47,1707.76,1931.50,1788.00
2019년04월07일,1836.28,1720.19,1691.23,1695.97,1624.00,1690.25,1650.38,1714.12,1723.79,1714.51,1732.84,1697.09,1665.25,1713.73,1708.23,1931.50,1788.00
2019년04월08일,1837.14,1720.52,1693.02,1697.24,1608.75,1687.00,1652.69,1714.63,1723.93,1716.00,1742.74,1698.45,1668.58,1713.73,1724.47,1931.50,1788.00
2019년04월09일,1839.35,1722.40,1693.28,1696.37,1609.16,1696.00,1652.69,1719.65,1708.48,1716.00,1744.55,1698.45,1697.92,1713.73,1725.38,1941.50,1788.00
2019년04월10일,1841.79,1723.22,1695.05,1698.90,1609.66,1696.51,1657.69,1721.95,1700.70,1717.48,1744.92,1698.72,1697.92,1726.91,1727.52,1941.50,1788.00
2019년04월11일,1843.42,1724.95,1696.43,1701.66,1609.91,1697.40,1660.00,1719.59,1691.69,1724.55,1746.77,1700.13,1697.92,1727.75,1712.30,1941.50,1788.00
2019년04월12일,1846.16,1721.95,1697.74,1707.33,1613.83,1701.18,1663.00,1725.54,1696.03,1727.85,1749.37,1701.77,1699.46,1729.41,1715.16,1941.50,1788.00
2019년04월13일,1847.75,1725.24,1698.25,1709.42,1616.50,1701.55,1664.23,1724.58,1697.03,1720.78,1751.37,1704.09,1676.91,1730.58,1716.60,1941.50,1788.00
2019년04월14일,1847.91,1727.28,1699.12,1706.63,1618.41,1702.48,1664.23,1724.83,1697.73,1724.35,1754.33,1704.09,1678.58,1730.58,1715.65,1941.50,1788.00
2019년04월15일,1849.31,1727.13,1699.12,1711.30,1618.41,1705.03,1664.23,1724.08,1697.73,1729.00,1754.33,1704.09,1678.58,1734.75,1721.90,1941.50,1788.00
2019년04월16일,1855.60,1728.90,1700.15,1712.60,1620.04,1707.85,1668.84,1727.47,1698.11,1730.75,1745.65,1704.09,1671.00,1724.95,1724.61,1941.50,1798.00
2019년04월17일,1857.87,1728.25,1701.17,1715.95,1639.42,1711.76,1675.38,1733.15,1700.80,1743.74,1747.19,1704.54,1674.84,1730.26,1727.37,1941.50,1798.00
2019년04월18일,1859.52,1730.91,1703.23,1723.82,1641.80,1713.84,1676.92,1736.00,1702.88,1748.22,1747.19,1704.54,1675.61,1730.26,1724.75,1941.50,1798.00
2019년04월19일,1860.46,1735.20,1703.48,1727.52,1644.32,1717.46,1678.92,1738.40,1714.62,1748.96,1759.14,1704.54,1675.61,1732.86,1727.43,1941.50,1798.00
2019년04월20일,1862.34,1738.70,1705.53,1730.17,1645.52,1718.61,1683.07,1739.85,1719.81,1753.03,1771.14,1706.81,1691.08,1748.58,1727.88,1941.50,1798.00
2019년04월21일,1865.13,1736.39,1706.05,1734.36,1632.58,1720.46,1684.61,1740.83,1720.92,1754.51,1771.14,1708.18,1691.08,1749.79,1729.86,1941.50,1798.00
2019년04월22일,1865.39,1737.21,1706.71,1739.68,1634.25,1719.69,1684.61,1738.24,1723.14,1755.25,1796.96,1709.72,1691.91,1751.33,1727.84,1956.50,1798.00
2019년04월23일,1865.91,1738.21,1706.82,1746.14,1638.84,1727.38,1689.23,1739.64,1726.96,1758.55,1767.48,1712.39,1695.25,1751.33,1731.36,1956.50,1798.00
2019년04월24일,1868.85,1742.14,1708.87,1747.80,1640.84,1726.88,1692.30,1741.91,1731.77,1760.18,1759.69,1715.69,1701.08,1752.54,1735.25,1956.50,1801.33
2019년04월25일,1869.69,1747.59,1709.64,1747.90,1642.50,1729.52,1693.84,1744.39,1732.51,1760.92,1764.69,1715.69,1703.58,1752.95,1736.83,1956.50,1801.33
2019년04월26일,1870.97,1752.01,1710.92,1747.65,1641.04,1731.28,1691.07,1745.63,1733.25,1763.88,1764.69,1716.50,1704.41,1758.12,1737.76,1984.50,1801.33
2019년04월27일,1872.84,1752.83,1711.94,1751.12,1646.78,1734.34,1692.92,1747.83,1735.48,1765.37,1773.46,1716.50,1731.23,1760.62,1741.59,1984.50,1801.33
2019년04월28일,1873.96,1753.00,1711.94,1755.37,1649.60,1740.59,1693.64,1748.37,1736.96,1765.37,1775.00,1716.50,1731.23,1760.62,1741.81,1984.50,1801.33
2019년04월29일,1874.65,1757.59,1712.20,1756.68,1645.69,1744.00,1695.07,1753.62,1737.44,1766.85,1775.76,1717.40,1735.07,1761.04,1742.27,1984.50,1801.33
2019년04월30일,1875.49,1760.69,1713.74,1755.21,1651.17,1742.29,1698.92,1756.15,1739.66,1769.44,1776.73,1722.77,1741.23,1750.65,1742.55,1984.50,1801.33
2019년05월01일,1877.83,1761.19,1716.56,1760.31,1649.43,1748.77,1701.78,1756.67,1744.33,1775.37,1779.03,1720.04,1723.00,1753.52,1744.18,1984.50,1801.33
2019년05월02일,1879.69,1763.32,1715.90,1764.36,1654.21,1746.48,1703.92,1759.14,1745.22,1776.48,1780.88,1720.04,1721.33,1753.52,1746.31,1984.50,1834.66
2019년05월03일,1880.32,1764.47,1719.40,1764.51,1657.26,1749.66,1703.92,1761.81,1746.33,1776.59,1784.73,1722.77,1721.33,1754.82,1749.13,1984.50,1841.33
2019년05월04일,1883.31,1764.96,1729.12,1766.21,1657.26,1751.14,1706.07,1762.86,1747.44,1779.37,1784.73,1727.77,1721.33,1767.95,1749.09,1984.50,1841.33
2019년05월05일,1883.97,1764.96,1729.89,1766.70,1657.26,1748.57,1706.07,1762.92,1758.35,1779.37,1784.73,1730.86,1721.33,1768.37,1750.69,1984.50,1841.33
2019년05월06일,1884.08,1765.70,1731.17,1766.70,1657.26,1753.44,1707.50,1763.30,1761.07,1779.37,1784.73,1736.18,1742.76,1769.62,1752.66,1984.50,1841.33
2019년05월07일,1906.27,1780.60,1743.48,1782.34,1670.00,1764.18,1731.14,1787.55,1778.92,1793.62,1805.65,1745.95,1754.30,1783.58,1763.40,2004.50,1881.33
2019년05월08일,1913.18,1786.62,1746.71,1790.53,1672.82,1773.07,1743.42,1795.24,1781.42,1804.03,1814.34,1755.27,1759.00,1797.33,1774.40,2004.50,1881.33
2019년05월09일,1917.08,1789.98,1747.71,1796.02,1678.91,1773.62,1744.64,1797.25,1783.92,1809.25,1815.61,1760.68,1774.61,1802.41,1776.00,2004.50,1881.33
2019년05월10일,1918.09,1792.56,1749.02,1799.95,1683.69,1774.15,1747.50,1801.65,1785.22,1810.37,1816.57,1763.13,1792.14,1804.50,1776.90,2004.50,1881.33
2019년05월11일,1920.32,1792.85,1753.92,1801.53,1687.17,1776.84,1749.64,1800.07,1779.65,1813.88,1815.26,1760.30,1795.71,1792.95,1777.86,2004.50,1881.33
2019년05월12일,1920.34,1793.33,1753.92,1801.53,1687.17,1778.15,1749.64,1803.24,1786.18,1815.00,1815.26,1760.30,1780.00,1792.95,1777.86,2004.50,1881.33
2019년05월13일,1921.72,1792.83,1756.00,1801.53,1691.52,1778.15,1749.64,1803.90,1786.92,1816.85,1828.46,1761.17,1765.66,1792.95,1778.04,2004.50,1881.33
2019년05월14일,1922.36,1793.56,1756.86,1794.78,1687.60,1778.15,1751.07,1805.42,1796.32,1818.88,1832.33,1761.17,1766.50,1792.95,1778.77,2004.50,1881.33
2019년05월15일,1921.80,1791.95,1759.10,1796.58,1691.95,1778.69,1753.21,1804.51,1796.46,1821.88,1835.58,1764.50,1767.33,1781.37,1784.65,2004.50,1881.33
2019년05월16일,1921.97,1793.74,1759.21,1791.07,1694.56,1779.07,1751.35,1805.24,1797.17,1823.74,1831.14,1764.50,1767.33,1782.79,1785.93,2004.50,1881.33
2019년05월17일,1923.29,1795.30,1758.43,1795.50,1694.30,1782.53,1751.35,1806.57,1798.42,1825.37,1825.29,1766.31,1771.75,1782.79,1786.68,2004.50,1881.33
2019년05월18일,1926.19,1797.22,1759.05,1797.70,1698.65,1785.23,1753.28,1808.94,1792.07,1826.11,1827.78,1766.31,1773.16,1795.26,1787.59,2004.50,1881.33
2019년05월19일,1926.29,1798.16,1759.61,1803.48,1699.69,1787.69,1754.35,1808.96,1795.20,1826.85,1821.77,1766.31,1777.50,1795.26,1791.13,2004.50,1881.33
2019년05월20일,1926.18,1799.63,1762.15,1803.58,1699.69,1787.69,1754.35,1808.42,1802.03,1826.85,1821.77,1770.86,1777.50,1796.56,1788.27,2004.50,1881.33
2019년05월21일,1930.22,1804.98,1762.15,1804.19,1697.95,1788.57,1756.14,1810.22,1803.36,1829.07,1821.40,1771.31,1778.33,1799.26,1789.00,2018.00,1881.33
2019년05월22일,1930.94,1805.83,1762.41,1807.85,1700.25,1789.37,1757.14,1812.60,1803.36,1829.81,1821.77,1771.31,1778.33,1799.26,1789.43,2018.00,1884.66
2019년05월23일,1930.56,1807.56,1762.41,1810.26,1700.50,1791.77,1757.14,1817.88,1804.83,1829.85,1824.00,1767.30,1778.33,1807.56,1790.36,2018.00,1884.66
2019년05월24일,1931.35,1804.62,1762.15,1807.65,1700.50,1791.00,1757.14,1819.50,1798.10,1830.22,1825.48,1767.30,1778.33,1807.56,1792.06,2018.00,1884.66
2019년05월25일,1931.92,1805.91,1763.48,1808.40,1700.50,1792.37,1755.71,1819.48,1798.10,1830.22,1825.85,1769.00,1778.33,1807.37,1792.06,2018.00,1884.66
2019년05월26일,1932.53,1801.16,1760.55,1808.80,1700.18,1792.00,1755.71,1816.96,1798.44,1829.85,1825.48,1767.30,1778.33,1807.37,1798.18,2018.00,1884.66
2019년05월27일,1932.36,1801.16,1765.52,1811.29,1700.13,1792.00,1755.71,1819.00,1793.75,1830.22,1825.48,1767.30,1778.33,1799.00,1789.76,2018.00,1884.66
2019년05월28일,1931.91,1805.19,1765.32,1811.63,1700.82,1792.00,1754.71,1818.48,1793.75,1830.22,1825.48,1777.20,1781.66,1799.00,1790.68,2018.00,1884.66
2019년05월29일,1932.31,1804.77,1765.05,1807.77,1701.26,1792.00,1754.71,1815.37,1792.40,1830.22,1825.11,1777.20,1784.16,1807.37,1790.81,2018.00,1884.66
