,시도,시군구,이름,셀프,고급휘발유,보통휘발유,경유,실내등유
10708,경북,포항시북구,지에스칼텍스㈜ 우현주유소,셀프,"1,758","1,529","1,389",
10709,경북,포항시북구,의창주유소,,,"1,557","1,397","1,350"
10710,경북,포항시북구,포항농협주유소,,,"1,537","1,397","1,300"
10711,경북,포항시북구,양덕주유소,셀프,,"1,568","1,398","1,590"
10712,경북,포항시북구,성화주유소,,,"1,549","1,398","1,250"
10713,경북,포항시북구,흥해주유소,,,"1,545","1,398","1,350"
10714,경북,포항시북구,포항IC주유소/충전소 (주)신일,셀프,,"1,558","1,398",
10715,경북,포항시북구,대원석유(주)직영포항대원주유소,,,"1,559","1,399","1,250"
10716,경북,포항시북구,천마고속주유소,셀프,,"1,569","1,399",
10717,경북,포항시북구,포항하이주유소,셀프,,"1,569","1,399",
10718,경북,포항시북구,구도일 주유소 포항,셀프,,"1,569","1,399",
10719,경북,포항시북구,비학산주유소,,,"1,619","1,399","1,290"
10720,경북,포항시북구,양학카카오주유소,셀프,,"1,569","1,399",
10721,경북,포항시북구,대원석유(주)직영청솔주유소,,,"1,559","1,399","1,250"
10722,경북,포항시북구,동보주유소,셀프,,"1,615","1,415","1,400"
10723,경북,포항시북구,해뜨는주유소,,,"1,558","1,415",
10724,경북,포항시북구,청진주유소,,,"1,558","1,418","1,250"
10725,경북,포항시북구,경화주유소,셀프,"1,835","1,585","1,418","1,400"
10726,경북,포항시북구,서포항농협상옥지점,,,"1,589","1,419","1,300"
10727,경북,포항시북구,서포항농협기북주유소,,,"1,589","1,419",
10728,경북,포항시북구,서포항농협주유소,,,"1,589","1,419","1,300"
10729,경북,포항시북구,서포항농협죽장지점,,,"1,589","1,419","1,300"
10730,경북,포항시북구,한국광유(주)항구주유소,,,"1,595","1,434","1,350"
10731,경북,포항시북구,동해안주유소,,,"1,608","1,438",
10732,경북,포항시북구,포항유업주유소,,,"1,588","1,438",
10733,경북,포항시북구,새포항주유소,,,"1,649","1,449","1,300"
10734,경북,포항시북구,영포주유소,,,"1,569","1,459",
10735,경북,포항시북구,HD현대오일뱅크㈜직영 장량셀프,셀프,"2,088","1,489","1,499","1,400"
10736,경북,포항시북구,죽장주유소,,,"1,725","1,525",
10737,경북,포항시북구,태산주유소,,,"1,725","1,525","1,300"
10738,경북,포항시북구,서진주유소,,,"1,725","1,525","1,300"
10739,경남,거제시,사등주유소,셀프,"1,785","1,525","1,325",
10740,경남,거제시,(주)아성통상 아성거제직영주유소,셀프,"1,795","1,535","1,335",
10741,경남,거제시,은마석유(주)거제대로주유소,셀프,,"1,535","1,335",
10742,경남,거제시,장승포농협주유소,셀프,,"1,536","1,336","1,300"
10743,경남,거제시,오일플러스,,"1,795","1,545","1,345",
10744,경남,거제시,사등농협주유소,,,"1,545","1,345","1,300"
10745,경남,거제시,새시민주유소,셀프,"1,785","1,525","1,355","1,350"
10746,경남,거제시,조은주유소,셀프,,"1,559","1,359",
10747,경남,거제시,둔덕농협주유소,,,"1,550","1,360","1,300"
10748,경남,거제시,오엘르주유소,셀프,,"1,555","1,365","1,350"
10749,경남,거제시,장승포주유소,셀프,"1,889","1,568","1,378","1,300"
10750,경남,거제시,(주)한길,셀프,,"1,582","1,382",
10751,경남,거제시,제2장진주유소,,,"1,568","1,388","1,350"
10752,경남,거제시,장목주유소,셀프,,"1,519","1,395",
10753,경남,거제시,신거제주유소,셀프,,"1,557","1,397",
10754,경남,거제시,경인산업(주)거가대교주유소,셀프,,"1,598","1,398","1,440"
10755,경남,거제시,바다애 주유소,,,"1,589","1,399","1,300"
10756,경남,거제시,대양산업(주)대양거제주유소,셀프,,"1,578","1,428","1,400"
10757,경남,거제시,지세포주유소,셀프,,"1,608","1,428","1,300"
10758,경남,거제시,호산나주유소,,,"1,659","1,429",
10759,경남,거제시,동백주유소,,,"1,598","1,458","1,350"
10760,경남,거제시,대동주유소,,,"1,599","1,459","1,350"
10761,경남,거제시,상동주유소,셀프,"1,785","1,565","1,465",
10762,경남,거제시,(주)옥창주유소,,,"1,599","1,467","1,350"
10763,경남,거제시,오일뱅크 실전주유소,,,"1,540","1,475","1,350"
10764,경남,거제시,장진주유소,,,"1,595","1,475","1,350"
10765,경남,거제시,보성주유소,,,"1,595","1,475","1,400"
10766,경남,거제시,오비주유소,,,"1,595","1,475","1,300"
10767,경남,거제시,하청주유소,셀프,,"1,587","1,489","1,400"
10768,경남,거제시,한내주유소,,,"1,595","1,495","1,350"
10769,경남,거제시,우리주유소,셀프,,"1,615","1,495","1,350"
10770,경남,거제시,연초주유소,셀프,,"1,615","1,495",
10771,경남,거제시,계룡산주유소,,,"1,595","1,495","1,350"
10772,경남,거제시,덕포주유소,셀프,,"1,594","1,495","1,500"
10773,경남,거제시,아리랑주유소,,,"1,598","1,495",
10774,경남,거제시,경인주유소,,,"1,655","1,498",
10775,경남,거제시,송정주유소,,,"1,598","1,516",
10776,경남,거제시,천오용주유소,,,"1,637","1,537","1,350"
10777,경남,거제시,금강주유소,셀프,,"1,645","1,545","1,350"
10778,경남,거제시,동남주유소,셀프,,"1,645","1,545","1,350"
10779,경남,거제시,거제주유소,,,"1,645","1,545","1,350"
10780,경남,거제시,동부주유소,,,"1,645","1,545","1,350"
10781,경남,거제시,신진주유소,,,"1,659","1,549",
10782,경남,거제시,금영오일(주)고현셀프주유소,셀프,,"1,654","1,549","1,450"
10783,경남,거제시,대금산주유소,,,"1,655","1,555","1,400"
10784,경남,거제시,새거제주유소,셀프,,"1,598","1,568","1,600"
10785,경남,거제시,민들레주유소,,,"1,685","1,585","1,350"
10786,경남,거제시,해금강주유소,,,"1,695","1,595","1,350"
10787,경남,거제시,삼성주유소,,,"1,865","1,765",
10788,경남,거제시,갈곶관광주유소,,,"1,870","1,770",
10789,경남,거창군,(주)승진에너지 거창(대구방향)주유소,셀프,,"1,527","1,361",
10790,경남,거창군,㈜승진에너지 거창(광주방향)주유소/충전소,셀프,,"1,527","1,361",
10791,경남,거창군,대동주유소,셀프,,"1,559","1,395","1,150"
10792,경남,거창군,거창사과원예농협주유소,셀프,,"1,575","1,425","1,150"
10793,경남,거창군,거창소만주유소,셀프,,"1,575","1,425","1,150"
10794,경남,거창군,거창농협주유소,,,"1,585","1,435","1,150"
10795,경남,거창군,거창대로주유소,셀프,,"1,585","1,435",
10796,경남,거창군,한들주유소,셀프,,"1,575","1,445","1,200"
10797,경남,거창군,중동주유소,,,"1,599","1,449",
10798,경남,거창군,수승대농협주유소,,,"1,600","1,450","1,230"
10799,경남,거창군,동거창농협,,,"1,600","1,450","1,160"
10800,경남,거창군,남거창농협신원지점주유소,,,"1,600","1,450","1,160"
10801,경남,거창군,남거창농협주유소,,,"1,600","1,450","1,160"
10802,경남,거창군,가북주유소,,,"1,600","1,450","1,160"
10803,경남,거창군,대호주유소,,,"1,649","1,459","1,300"
10804,경남,거창군,푸른주유소,,,"1,620","1,460","1,280"
10805,경남,거창군,우리영농조합법인 농민주유소,,,"1,610","1,460","1,230"
10806,경남,거창군,웅양주유소,,,"1,610","1,460","1,150"
10807,경남,거창군,위천중앙주유소,,,"1,610","1,460","1,230"
10808,경남,거창군,3교주유소,,,"1,630","1,460","1,150"
10809,경남,거창군,거창고속IC주유소,,,"1,615","1,465","1,390"
10810,경남,거창군,코끼리주유소(SK),,,"1,620","1,470","1,300"
10811,경남,거창군,북부농협 하성지소,,,"1,620","1,470","1,150"
10812,경남,거창군,국농소주유소,,,"1,620","1,470","1,300"
10813,경남,거창군,상동주유소,셀프,"2,195","1,675","1,475","1,150"
10814,경남,거창군,원동주유소,,,"1,650","1,480","1,200"
10815,경남,거창군,덕유산주유소,,,"1,650","1,480",
10816,경남,거창군,주상주유소,,,"1,650","1,480","1,200"
10817,경남,거창군,아림주유소,,,"1,630","1,490","1,250"
10818,경남,거창군,화성주유소,,,"1,710","1,550","1,150"
10819,경남,고성군,터미널주유소,셀프,"1,995","1,504","1,324","1,190"
10820,경남,고성군,광신석유(주)직영 고성주유소,셀프,,"1,504","1,324",
10821,경남,고성군,세기상사(주) 고성IC주유소,셀프,,"1,504","1,324",
10822,경남,고성군,주식회사 경남에너지판매 푸른주유소,셀프,,"1,543","1,354",
10823,경남,고성군,지남주유소,셀프,,"1,504","1,354",
10824,경남,고성군,삼락주유소,셀프,,"1,543","1,354","1,300"
10825,경남,고성군,고성공룡나라(통영)주유소/충전소,셀프,,"1,544","1,384",
10826,경남,고성군,고성공룡나라(대전)주유소,셀프,,"1,544","1,384",
10827,경남,고성군,봉현주유소,셀프,,"1,569","1,389","1,350"
10828,경남,고성군,쌍발주유소,셀프,,"1,570","1,390","1,350"
10829,경남,고성군,동고성농협주유소,셀프,,"1,555","1,395","1,300"
10830,경남,고성군,율대주유소,셀프,,"1,575","1,395","1,300"
10831,경남,고성군,옥천주유소,,,"1,565","1,395","1,300"
10832,경남,고성군,고성휴게주유소,셀프,,"1,615","1,395",
10833,경남,고성군,신월주유소,,,"1,598","1,398","1,300"
10834,경남,고성군,부포주유소,,,"1,598","1,398",
10835,경남,고성군,고성농협주유소,셀프,,"1,525","1,399","1,300"
10836,경남,고성군,효천산업개발(주)상리주유소,셀프,,"1,595","1,405","1,300"
10837,경남,고성군,대진주유소,셀프,,"1,605","1,415","1,300"
10838,경남,고성군,텍사스주유소,셀프,,"1,598","1,418","1,300"
10839,경남,고성군,고성동부농협주유소,셀프,,"1,590","1,425","1,300"
10840,경남,고성군,(주)대윤에너지 고성탑주유소,셀프,,"1,585","1,425","1,300"
10841,경남,고성군,월평주유소 ㈜진현로직스,셀프,,"1,605","1,430","1,350"
10842,경남,고성군,옥수주유소,,,"1,597","1,435",
10843,경남,고성군,동해주유소,,,"1,615","1,455","1,300"
10844,경남,고성군,거류주유소,,,"1,625","1,455","1,300"
10845,경남,고성군,인성주유소,,,"1,618","1,458","1,350"
10846,경남,고성군,남부주유소,,,"1,618","1,458","1,300"
10847,경남,고성군,삼산주유소,,,"1,640","1,499","1,300"
10848,경남,고성군,하일주유소,,,"1,650","1,500","1,330"
10849,경남,고성군,영은주유소,,,"1,695","1,525","1,400"
10850,경남,김해시,주식회사 출광 금관주유소,셀프,"1,795","1,485","1,315","1,500"
10851,경남,김해시,광신석유(주)직영 김해대로주유소,셀프,,"1,485","1,315",
10852,경남,김해시,CJ대한통운㈜ 김해탑주유소,셀프,,"1,485","1,315",
10853,경남,김해시,(주)가온에너지 힘대로주유소,셀프,"1,795","1,485","1,315",
10854,경남,김해시,CJ대한통운(주)스타P-OIL,셀프,,"1,485","1,315",
10855,경남,김해시,영남원예농협 미소지점주유소,셀프,,"1,485","1,315",
10856,경남,김해시,롯데주유소,셀프,"1,770","1,485","1,315","1,350"
10857,경남,김해시,대윤주유소,,,"1,529","1,319",
10858,경남,김해시,대양석유(주) 고속주유소,셀프,,"1,529","1,319",
10859,경남,김해시,한솔유화㈜김해점 한길주유소,셀프,,"1,495","1,325",
10860,경남,김해시,한솔유화㈜동김해IC주유소,셀프,,"1,505","1,325",
10861,경남,김해시,주촌주유소 주식회사,,,"1,547","1,327","1,300"
10862,경남,김해시,(주)가온에너지 힘찬주유소,셀프,,"1,518","1,328",
10863,경남,김해시,세명주유소,셀프,,"1,529","1,329","1,260"
10864,경남,김해시,퍼시픽(주),셀프,,"1,513","1,333",
10865,경남,김해시,한솔유화㈜인제대점 한길주유소,셀프,,"1,495","1,335",
10866,경남,김해시,성림,셀프,"1,719","1,515","1,335",
10867,경남,김해시,화영삼방셀프주유소,셀프,,"1,505","1,335",
10868,경남,김해시,무지개셀프주유소,셀프,,"1,515","1,335",
10869,경남,김해시,(주)거명주유소,셀프,,"1,499","1,335","1,500"
10870,경남,김해시,이마트 김해점 셀프주유소,셀프,"1,719","1,499","1,335",
10871,경남,김해시,김해제일주유소,,,"1,505","1,335","1,500"
10872,경남,김해시,시원석유(주)인제로주유소,,"1,768","1,495","1,335",
10873,경남,김해시,광신석유(주)직영 금관대로주유소,셀프,,"1,537","1,339","1,799"
10874,경남,김해시,예진주유소,셀프,,"1,539","1,339",
10875,경남,김해시,대로셀프주유소,셀프,,"1,579","1,339",
10876,경남,김해시,광동페트로(주) 다인셀프주유소,셀프,,"1,539","1,339",
10877,경남,김해시,가야셀프주유소,셀프,,"1,518","1,340",
10878,경남,김해시,동산주유소,셀프,,"1,520","1,340","1,300"
10879,경남,김해시,평화주유소,셀프,,"1,535","1,345","1,400"
10880,경남,김해시,명문주유소,셀프,"1,847","1,537","1,347",
10881,경남,김해시,내삼주유소,셀프,,"1,537","1,347","1,300"
10882,경남,김해시,세은주유소,셀프,,"1,519","1,348",
10883,경남,김해시,(주)성윤이앤지 엠케이주유소,셀프,,"1,538","1,348",
10884,경남,김해시,㈜에스엔디유통 진영(기장)주유소,셀프,,"1,516","1,348",
10885,경남,김해시,㈜에스엔디유통 진영(부산)주유소/충전소,셀프,"1,798","1,516","1,348",
10886,경남,김해시,다누리주유소 (주)해광에너지,셀프,,"1,528","1,348",
10887,경남,김해시,동방석유(주)직영 부영주유소,셀프,,"1,558","1,348",
10888,경남,김해시,대양석유(주) 서김해셀프주유소,셀프,,"1,529","1,349",
10889,경남,김해시,부경에너지㈜ 황제주유소,셀프,,"1,539","1,349",
10890,경남,김해시,남강셀프주유소,셀프,,"1,519","1,349",
10891,경남,김해시,명동주유소,셀프,,"1,553","1,353","1,350"
10892,경남,김해시,SY삼계셀프주유소,셀프,,"1,553","1,353","1,350"
10893,경남,김해시,만땅주유소,셀프,,"1,553","1,353",
10894,경남,김해시,김해금관가야(기장방향)주유소,셀프,,"1,517","1,355",
10895,경남,김해시,흥동스마트주유소,셀프,,"1,545","1,355",
10896,경남,김해시,김해금관가야(창원방향)주유소,셀프,,"1,517","1,355",
10897,경남,김해시,김해셀프주유소충전소,셀프,,"1,547","1,357",
10898,경남,김해시,(주)가온에너지 힘쎈주유소,셀프,"1,855","1,518","1,358",
10899,경남,김해시,㈜경인석유 진영(순천방향)주유소,셀프,,"1,528","1,358",
10900,경남,김해시,김해농협주유소,셀프,,"1,538","1,358","1,400"
10901,경남,김해시,(주)가온에너지 자이언츠주유소,셀프,,"1,518","1,358",
10902,경남,김해시,리로리주유소 ㈜해광에너지,셀프,"1,795","1,538","1,358",
10903,경남,김해시,풀무원식품(주) 장유(부산방향)주유소,셀프,,"1,528","1,358",
10904,경남,김해시,유림주유소,셀프,,"1,548","1,358",
10905,경남,김해시,(주)출광주유소,셀프,"1,795","1,538","1,358","1,600"
10906,경남,김해시,대성주유소,셀프,,"1,538","1,358",
10907,경남,김해시,김해농협서김해주유소,셀프,,"1,538","1,358",
10908,경남,김해시,이동셀프주유소,셀프,,"1,518","1,358","1,350"
10909,경남,김해시,빙그레주유소,셀프,,"1,559","1,359",
10910,경남,김해시,장유농협주유소,셀프,,"1,519","1,359","1,350"
10911,경남,김해시,진례농협주유소농기계센터,셀프,,"1,540","1,360","1,400"
10912,경남,김해시,정석주유소,셀프,,"1,558","1,367",
10913,경남,김해시,구도일주유소 김해,셀프,,"1,558","1,368",
10914,경남,김해시,OK주유소,,,"1,548","1,368","1,250"
10915,경남,김해시,해안주유소,셀프,,"1,548","1,368",
10916,경남,김해시,성원알뜰주유소,셀프,,"1,558","1,368",
10917,경남,김해시,두바이주유소,셀프,,"1,548","1,368","1,400"
10918,경남,김해시,(주)경일진영지점 세경주유소,셀프,,"1,558","1,368",
10919,경남,김해시,흥일주유소,셀프,,"1,538","1,368","1,250"
10920,경남,김해시,진영셀프주유소,셀프,,"1,558","1,368","1,350"
10921,경남,김해시,(주)에이원 동창원IC주유소,셀프,,"1,559","1,369",
10922,경남,김해시,(주)가온에너지 힘이나주유소,셀프,,"1,550","1,370",
10923,경남,김해시,무척산주유소,,,"1,550","1,370","1,250"
10924,경남,김해시,(주)이손에너지 동남주유소,셀프,,"1,550","1,370",
10925,경남,김해시,한결 효천주유소,셀프,,"1,550","1,370",
10926,경남,김해시,지에스칼텍스㈜ 남해주유소,셀프,,"1,553","1,374","1,650"
10927,경남,김해시,남광석유직영신어주유소,,,"1,545","1,375",
10928,경남,김해시,토박이주유소,,,"1,557","1,377","1,300"
10929,경남,김해시,SK대영주유소,셀프,,"1,547","1,377","1,300"
10930,경남,김해시,중앙주유소,,,"1,557","1,377","1,300"
10931,경남,김해시,영광주유소,,,"1,568","1,378","1,300"
10932,경남,김해시,(주)우보주유소,셀프,,"1,578","1,378","1,500"
10933,경남,김해시,로드주유소(현대),셀프,,"1,568","1,378",
10934,경남,김해시,대중주유소,,,"1,558","1,378","1,300"
10935,경남,김해시,불모산주유소,셀프,,"1,558","1,378",
10936,경남,김해시,보배주유소,,,"1,558","1,378","1,400"
10937,경남,김해시,경양주유소,셀프,,"1,579","1,379","1,350"
10938,경남,김해시,대감주유소,,,"1,575","1,385","1,300"
10939,경남,김해시,상신에너지(주) 생림공단주유소,셀프,,"1,565","1,385",
10940,경남,김해시,청운주유소,셀프,,"1,575","1,385",
10941,경남,김해시,봉림주유소,,,"1,585","1,385","1,350"
10942,경남,김해시,율하2지구주유소,셀프,,"1,557","1,387",
10943,경남,김해시,덕암IC주유소,셀프,,"1,578","1,388","1,300"
10944,경남,김해시,한림정주유소,셀프,,"1,588","1,388","1,300"
10945,경남,김해시,유성주유소,,,"1,563","1,393","1,500"
10946,경남,김해시,지에스칼텍스㈜ 신장유주유소,셀프,,"1,559","1,394","1,400"
10947,경남,김해시,세기상사(주)빵집주유소,셀프,,"1,557","1,395",
10948,경남,김해시,신영주유소,셀프,,"1,695","1,395",
10949,경남,김해시,대박주유소,,,"1,650","1,395","1,350"
10950,경남,김해시,지에스칼텍스㈜ 율하신도시주유소,셀프,"1,736","1,559","1,395",
10951,경남,김해시,송진주유소,,,"1,595","1,395","1,300"
10952,경남,김해시,대동IC주유소,,,"1,577","1,397","1,300"
10953,경남,김해시,대진주유소,셀프,"1,938","1,598","1,398",
10954,경남,김해시,송정주유소,,,"1,588","1,398","1,400"
10955,경남,김해시,대한주유소,,,"1,618","1,398",
10956,경남,김해시,선천셀프주유소,셀프,"1,898","1,578","1,398",
10957,경남,김해시,부성셀프주유소,셀프,,"1,548","1,398","1,400"
10958,경남,김해시,내룡주유소,,,"1,548","1,398",
10959,경남,김해시,보성주유소,,,"1,579","1,398","1,350"
10960,경남,김해시,"서일산업㈜장유 충전소,장유 주유소",셀프,,"1,559","1,399",
10961,경남,김해시,내트럭(주) 김해사업소,,,"1,549","1,399",
10962,경남,김해시,태양셀프주유소,셀프,,"1,559","1,399",
10963,경남,김해시,초원주유소,,,"1,589","1,399","1,350"
10964,경남,김해시,현성주유소,,,"1,549","1,399","1,300"
10965,경남,김해시,(주)비케이대운 대현주유소,,,"1,597","1,407","1,460"
10966,경남,김해시,태경주유소,셀프,,"1,578","1,408",
10967,경남,김해시,신천주유소,,,"1,598","1,408","1,250"
10968,경남,김해시,착한셀프주유소,셀프,,"1,599","1,409",
10969,경남,김해시,경남유성주유소,셀프,,"1,589","1,409",
10970,경남,김해시,차주유소,셀프,,"1,598","1,418","1,425"
10971,경남,김해시,에이디에너지(주),셀프,,"1,495","1,418","1,400"
10972,경남,김해시,용담주유소,,,"1,608","1,418","1,300"
10973,경남,김해시,홀인원주유소,셀프,,"1,598","1,418","1,550"
10974,경남,김해시,본산주유소,,,"1,598","1,418","1,350"
10975,경남,김해시,금성에너지,셀프,,"1,563","1,420",
10976,경남,김해시,(주)제때 직영 스마일주유소(김해점),,,"1,622","1,422","1,350"
10977,경남,김해시,동양주유소,셀프,,"1,565","1,425","1,400"
10978,경남,김해시,술미주유소,,,"1,595","1,425","1,300"
10979,경남,김해시,비케이주유소,셀프,,"1,616","1,426","1,500"
10980,경남,김해시,테크노밸리주유소,셀프,,"1,598","1,428","1,400"
10981,경남,김해시,상동농협주유소,,,"1,618","1,428","1,300"
10982,경남,김해시,(주)표주주유소,,,"1,688","1,428",
10983,경남,김해시,(주)현대주유소,,,"1,608","1,428","1,300"
10984,경남,김해시,대청주유소,셀프,,"1,598","1,428",
10985,경남,김해시,설창주유소,,,"1,629","1,429","1,400"
10986,경남,김해시,부국주유소,,,"1,629","1,429",
10987,경남,김해시,(주)대윤에너지 산본주유소,,,"1,595","1,435",
10988,경남,김해시,한림주유소,,,"1,615","1,435","1,300"
10989,경남,김해시,대동주유소(김해),,,"1,598","1,437","1,300"
10990,경남,김해시,청천주유소,,,,"1,438",
10991,경남,김해시,주식회사 영원에너지,,,"1,599","1,439","1,390"
10992,경남,김해시,고모로주유소,,,"1,619","1,439",
10993,경남,김해시,전원주유소,셀프,,"1,619","1,439","1,400"
10994,경남,김해시,주식회사삼문주유소,,,"1,599","1,439","1,450"
10995,경남,김해시,(주)행복한식품 펭귄주유소,셀프,,"1,639","1,445",
10996,경남,김해시,구산주유소,셀프,,"1,587","1,447","1,500"
10997,경남,김해시,동원주유소,셀프,,"1,619","1,449","1,400"
10998,경남,김해시,(주)소모 장유셀프주유소,셀프,,"1,613","1,453",
10999,경남,김해시,안하주유소,,,"1,635","1,455","1,400"
11000,경남,김해시,용덕주유소,,,"1,635","1,455","1,400"
11001,경남,김해시,우리동네주유소,,,"1,647","1,457","1,300"
11002,경남,김해시,행운주유소,,,"1,618","1,458","1,400"
11003,경남,김해시,삼부주유소,셀프,,"1,598","1,458",
11004,경남,김해시,부성주유소,,,"1,669","1,459","1,600"
11005,경남,김해시,고향주유소,셀프,,"1,619","1,459","1,300"
11006,경남,김해시,국민주유소,,,"1,659","1,459","1,300"
11007,경남,김해시,대경주유소,,,"1,619","1,459",
11008,경남,김해시,청강주유소,,,"1,638","1,468","1,400"
11009,경남,김해시,주식회사신화이엔엘,,,"1,638","1,468","1,400"
11010,경남,김해시,경남주유소,,,"1,665","1,495","1,400"
11011,경남,김해시,보은주유소,셀프,"1,955","1,678","1,495",
11012,경남,김해시,수남주유소,,,"1,665","1,495",
11013,경남,김해시,명일주유소,,,"1,668","1,498",
11014,경남,김해시,화생주유소,,,"1,729","1,529","1,400"
11015,경남,김해시,율하주유소,,,"1,749","1,549","1,480"
11016,경남,김해시,굿모닝주유소,,,"1,785","1,598",
11017,경남,김해시,SK에너지(주) 나전Self주유소,셀프,,"2,075","1,612","1,509"
11018,경남,남해군,새남해농협 고현주유소,,,"1,560","1,390",
11019,경남,남해군,동남해주유소,,,"1,580","1,430","1,250"
11020,경남,남해군,목화주유소,,,"1,590","1,430","1,300"
11021,경남,남해군,동남해농업협동조합남면지소,,,"1,610","1,430","1,300"
11022,경남,남해군,창선농협주유소,,,"1,590","1,430","1,300"
11023,경남,남해군,삼동주유소,셀프,,"1,620","1,450","1,300"
11024,경남,남해군,금산주유소,,,"1,595","1,450","1,300"
11025,경남,남해군,동천주유소,셀프,,"1,620","1,450","1,300"
11026,경남,남해군,신세계주유소,셀프,,"1,620","1,470","1,300"
11027,경남,남해군,덕산주유소(현대),셀프,,"1,590","1,470","1,300"
11028,경남,남해군,(주)남해종합에너지,,,"1,630","1,480","1,350"
11029,경남,남해군,서진주유소,,,"1,610","1,480","1,300"
11030,경남,남해군,대영주유소,,,"1,610","1,480","1,300"
11031,경남,남해군,서남해주유소,,,"1,650","1,480","1,300"
11032,경남,남해군,새남해농업협동조합설천주유소,,,"1,610","1,480","1,300"
11033,경남,남해군,다정주유소,,,"1,610","1,480","1,300"
11034,경남,남해군,새남해농협하나로마트설천점,,,"1,610","1,480","1,300"
11035,경남,남해군,새남해농업협동조합서면주유소,,,"1,610","1,480","1,300"
11036,경남,남해군,새남해농협남상지점주유소,,,"1,610","1,480",
11037,경남,남해군,고려주유소,셀프,,"1,630","1,500","1,300"
11038,경남,남해군,우리주유소,,,"1,650","1,520","1,350"
11039,경남,남해군,송정주유소,,,"1,650","1,530","1,300"
11040,경남,밀양시,대성주유소,셀프,,"1,575","1,375","1,300"
11041,경남,밀양시,부경에너지주유소,,,"1,578","1,378","1,300"
11042,경남,밀양시,동양석유㈜ 주유소,셀프,"1,888","1,548","1,378",
11043,경남,밀양시,만포주유소,셀프,,"1,559","1,379","1,300"
11044,경남,밀양시,서밀양IC주유소,셀프,,"1,574","1,384",
11045,경남,밀양시,밀양셀프주유소,셀프,"1,945","1,584","1,394","1,330"
11046,경남,밀양시,경민주유소,셀프,,"1,584","1,394",
11047,경남,밀양시,상남주유소,,,"1,585","1,395","1,300"
11048,경남,밀양시,(주)삼경쉼터,,,"1,585","1,395",
11049,경남,밀양시,(주)티엔에프하이웨이주유소/충전소,셀프,,"1,555","1,395","1,300"
11050,경남,밀양시,남밀양IC주유소,셀프,,"1,585","1,395","1,350"
11051,경남,밀양시,귀명주유소/충전소,셀프,,"1,588","1,395","1,250"
11052,경남,밀양시,해동주유소,,,"1,597","1,397","1,300"
11053,경남,밀양시,정다운주유소,,,"1,578","1,398","1,200"
11054,경남,밀양시,초동공단주유소,,,"1,598","1,398","1,340"
11055,경남,밀양시,한진주유소,,,"1,585","1,398","1,350"
11056,경남,밀양시,무안농협주유소,,,"1,599","1,399","1,300"
11057,경남,밀양시,밀양농협주유소,,,"1,585","1,399","1,280"
11058,경남,밀양시,송림주유소,셀프,,"1,585","1,405","1,350"
11059,경남,밀양시,동남주유소,,,"1,588","1,408","1,350"
11060,경남,밀양시,시민주유소,셀프,,"1,587","1,408","1,400"
11061,경남,밀양시,상동주유소,,,"1,585","1,408","1,300"
11062,경남,밀양시,도야주유소,,,"1,598","1,409","1,300"
11063,경남,밀양시,해창석유(주)밀양강주유소,,,"1,589","1,409","1,350"
11064,경남,밀양시,남밀양농협주유소,,,"1,578","1,415","1,300"
11065,경남,밀양시,삼랑진주유소,,,"1,595","1,415","1,300"
11066,경남,밀양시,범북고개주유소,셀프,,"1,584","1,419",
11067,경남,밀양시,삼랑진농협임천주유소,,,"1,598","1,419","1,300"
11068,경남,밀양시,신삼랑진주유소,셀프,,"1,599","1,419","1,300"
11069,경남,밀양시,삼랑진농협주유소,,,"1,598","1,419","1,300"
11070,경남,밀양시,용전주유소,,,"1,634","1,419",
11071,경남,밀양시,동밀양농협주유소,,,"1,590","1,420","1,300"
11072,경남,밀양시,밀양현대주유소,셀프,"1,974","1,584","1,424",
11073,경남,밀양시,금산주유소,,,"1,619","1,425","1,320"
11074,경남,밀양시,해뜨는주유소,,"1,845","1,595","1,425","1,350"
11075,경남,밀양시,한마음주유소,,,"1,598","1,425","1,300"
11076,경남,밀양시,우리주유소,,,"1,628","1,428","1,350"
11077,경남,밀양시,동성주유소,셀프,,"1,628","1,428","1,300"
11078,경남,밀양시,밀양주유소,,,"1,599","1,429","1,350"
11079,경남,밀양시,예림주유소,,,"1,609","1,429","1,400"
11080,경남,밀양시,인산주유소,,,"1,610","1,430","1,300"
11081,경남,밀양시,사계절주유소,,,"1,635","1,435","1,330"
11082,경남,밀양시,상남농업협동조합 주유소,,,"1,618","1,438","1,320"
11083,경남,밀양시,평화주유소,,,"1,628","1,438","1,330"
11084,경남,밀양시,청도농협주유소,,,"1,618","1,438","1,300"
11085,경남,밀양시,부북농업협동조합주유소,,,"1,618","1,438","1,300"
11086,경남,밀양시,천일주유소,,,"1,628","1,445","1,325"
11087,경남,밀양시,강남주유소,,,"1,645","1,445","1,350"
11088,경남,밀양시,송백주유소,,,"1,635","1,445","1,350"
11089,경남,밀양시,제일주유소,,,"1,645","1,495","1,300"
11090,경남,밀양시,강변주유소,,,"1,669","1,499","1,400"
11091,경남,밀양시,한솔주유소,,,"1,659","1,499","1,300"
11092,경남,밀양시,약수정주유소,,,"1,700","1,540","1,350"
11093,경남,밀양시,동산주유소,,,"1,699","1,545","1,400"
11094,경남,밀양시,남명주유소,셀프,,"1,785","1,678",
11095,경남,사천시,삼천포주유소,셀프,,"1,499","1,335",
11096,경남,사천시,부자주유소,셀프,,"1,529","1,339",
