구분,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2019년09월17일,1160.60,1016.89,993.68,1022.37,1016.17,987.65,1000.14,991.94,934.74,940.05,938.09,936.40,940.04,944.34,964.15,983.30,971.35
2019년09월18일,1162.74,1016.82,994.17,1023.57,1016.36,986.58,1001.00,992.73,935.52,941.69,938.44,937.03,940.50,944.59,964.79,983.41,972.22
2019년09월19일,1164.16,1017.71,994.64,1023.48,1016.98,986.70,1004.63,992.50,936.22,942.08,938.77,937.43,940.57,944.78,965.01,983.28,972.97
2019년09월20일,1166.85,1019.03,994.64,1023.35,1017.67,987.76,1004.55,992.53,937.01,942.50,938.72,937.16,940.74,945.62,965.82,983.38,974.59
2019년09월21일,1167.97,1020.02,996.20,1023.80,1019.22,988.39,1004.82,993.32,937.72,943.19,939.51,937.51,940.83,946.14,965.71,983.38,973.33
2019년09월22일,1168.80,1020.19,997.08,1024.34,1017.57,988.62,1005.98,993.25,938.41,943.63,939.79,937.50,941.00,946.37,965.56,983.59,973.33
2019년09월23일,1168.46,1021.12,994.51,1025.73,1016.95,989.54,1006.79,994.53,938.68,943.73,940.29,937.88,940.62,946.53,965.69,983.59,973.24
2019년09월24일,1167.64,1020.37,993.67,1026.77,1018.67,988.86,1007.65,994.62,939.56,944.43,940.79,938.48,941.16,947.32,967.28,983.67,972.70
2019년09월25일,1165.50,1021.77,994.50,1028.84,1018.09,989.54,1008.13,995.73,940.31,944.14,940.92,939.09,941.02,947.43,967.44,994.05,973.42
2019년09월26일,1162.17,1021.16,995.59,1030.89,1017.16,988.83,1006.59,996.10,940.65,945.13,941.59,938.85,941.77,947.72,967.63,999.57,971.08
2019년09월27일,1162.07,1021.32,995.74,1033.10,1017.51,988.95,1008.01,995.97,941.14,945.11,941.61,938.95,942.26,947.85,968.25,1003.41,971.66
2019년09월28일,1167.32,1021.03,995.73,1034.07,1017.85,988.95,1009.00,996.44,942.04,945.67,941.66,939.52,942.17,948.21,968.67,1004.99,972.97
2019년09월29일,1167.66,1020.42,993.29,1033.91,1018.50,989.94,1008.00,996.50,942.17,945.47,941.98,939.36,942.08,948.28,968.89,1006.08,973.61
2019년09월30일,1167.65,1021.15,994.39,1034.50,1017.76,989.62,1007.93,996.92,942.46,946.16,942.45,940.28,941.91,948.19,969.08,1006.32,973.61
2019년10월01일,1168.72,1021.40,994.19,1033.03,1018.00,989.62,1008.55,996.72,942.81,945.63,942.81,940.64,942.17,948.26,969.16,1007.92,973.61
2019년10월02일,1168.76,1022.00,993.75,1033.92,1018.16,989.19,1009.24,996.41,942.93,945.28,942.42,941.38,942.67,947.85,969.30,1008.54,974.28
2019년10월03일,1168.97,1022.49,993.62,1033.19,1018.12,989.61,1007.41,996.69,942.69,945.16,942.26,941.46,942.75,948.01,969.12,1008.98,973.71
2019년10월04일,1169.54,1022.74,992.72,1033.90,1017.79,989.00,1006.58,996.80,942.79,944.87,942.67,941.97,943.05,948.08,969.60,1009.54,972.85
2019년10월05일,1167.94,1022.38,992.05,1033.53,1019.45,988.56,1006.85,997.64,942.56,945.86,942.34,941.73,943.08,948.51,969.70,1009.54,973.42
2019년10월06일,1165.85,1020.97,992.09,1034.59,1020.18,989.55,1006.29,997.66,942.55,945.90,942.71,941.91,942.96,948.52,969.60,1009.43,974.16
2019년10월07일,1162.34,1021.83,992.78,1035.96,1020.00,989.78,1006.66,997.46,943.20,946.41,943.18,941.97,942.94,948.40,969.43,1009.93,974.86
2019년10월08일,1162.32,1022.08,991.87,1033.03,1019.94,990.71,1006.80,996.90,942.57,946.16,943.46,942.64,942.83,948.42,968.86,1010.16,976.25
2019년10월09일,1161.81,1022.04,992.06,1031.99,1020.58,989.59,1007.70,997.15,941.98,946.37,944.00,942.23,943.82,948.84,969.59,1010.22,974.34
2019년10월10일,1164.70,1022.25,991.69,1032.34,1020.31,990.85,1006.67,997.40,942.20,945.54,943.84,942.07,943.89,949.40,969.89,1010.44,974.34
2019년10월11일,1163.72,1021.76,993.01,1031.86,1021.46,989.95,1006.13,997.31,942.35,944.78,943.85,942.95,944.40,949.58,969.52,1010.22,974.74
2019년10월12일,1162.25,1021.70,994.52,1030.73,1019.67,990.17,1006.57,997.05,942.69,944.65,944.35,942.89,944.56,949.41,969.95,1010.91,974.63
2019년10월13일,1164.11,1020.89,993.79,1029.50,1019.93,991.27,1005.07,997.36,942.69,944.94,944.65,943.39,944.49,949.52,970.36,1010.85,974.63
2019년10월14일,1164.51,1020.32,993.29,1029.39,1018.71,990.82,1006.36,997.57,942.91,945.10,944.03,943.57,944.62,949.61,970.14,1010.57,974.14
2019년10월15일,1165.91,1020.00,993.31,1029.55,1019.00,990.82,1006.70,997.96,942.58,945.45,944.31,943.08,944.99,949.67,970.32,1010.79,974.63
2019년10월16일,1166.54,1020.61,993.59,1028.47,1019.15,985.74,1007.81,997.04,942.40,945.41,943.75,943.37,944.82,949.52,969.78,1010.73,974.02
2019년10월17일,1166.46,1020.86,995.30,1028.05,1020.29,984.17,1007.74,997.37,942.68,944.96,943.36,943.95,944.55,949.56,969.83,1010.78,973.53
2019년10월18일,1164.58,1019.51,994.90,1027.38,1020.77,983.44,1008.53,997.62,942.52,945.27,943.68,943.97,944.57,949.98,970.11,999.10,974.02
2019년10월19일,1168.81,1018.94,994.55,1026.83,1020.36,983.60,1008.89,997.70,942.76,944.62,943.60,944.70,945.02,949.73,969.85,993.65,973.78
2019년10월20일,1167.60,1020.00,994.55,1027.26,1020.28,983.43,1007.49,998.02,942.47,944.77,943.75,944.47,945.38,949.74,970.03,991.48,973.69
2019년10월21일,1166.83,1020.37,995.14,1026.65,1019.55,983.63,1006.28,997.88,942.32,945.01,943.84,944.67,945.49,949.55,969.90,989.58,972.44
2019년10월22일,1167.32,1020.15,994.48,1026.39,1019.79,983.66,1005.75,997.91,942.15,944.55,944.12,945.10,945.30,949.21,970.35,989.19,971.97
2019년10월23일,1164.96,1019.77,994.44,1026.79,1020.20,982.36,1005.40,997.79,941.70,944.26,943.78,944.50,945.43,949.21,969.92,987.20,974.06
2019년10월24일,1163.51,1019.57,993.71,1027.08,1020.84,982.50,1005.46,997.36,941.62,944.12,943.70,944.93,946.03,949.50,969.58,985.78,973.83
2019년10월25일,1164.39,1020.16,994.18,1026.91,1020.07,982.56,1004.69,997.48,941.48,944.41,943.61,944.66,945.43,949.48,970.07,985.33,973.97
2019년10월26일,1166.89,1020.80,992.65,1026.75,1019.46,982.73,1005.21,997.67,941.49,944.83,943.77,945.01,945.04,949.75,970.05,985.39,973.97
2019년10월27일,1166.73,1020.71,994.26,1026.51,1018.98,981.56,1004.26,997.32,941.27,946.58,944.17,943.71,945.09,949.55,970.02,985.30,975.69
2019년10월28일,1166.56,1020.53,994.10,1026.53,1018.58,980.76,1007.11,997.05,940.74,944.87,943.94,944.55,945.00,949.73,969.59,984.38,975.69
2019년10월29일,1166.30,1021.01,994.98,1026.80,1016.46,980.87,1007.21,997.04,939.84,944.83,943.73,943.79,944.33,949.09,969.76,984.49,972.97
2019년10월30일,1164.19,1020.66,994.87,1027.34,1017.27,980.83,1008.23,996.97,940.71,944.48,943.92,944.31,944.09,949.00,969.38,984.74,972.97
2019년10월31일,1168.02,1020.57,994.13,1027.96,1016.81,981.46,1008.42,997.92,940.26,944.24,943.88,943.48,944.73,949.51,969.31,984.35,972.97
2019년11월01일,1167.46,1018.98,994.24,1029.08,1016.21,980.94,1008.39,997.10,940.13,945.14,943.94,944.14,944.47,949.05,969.80,984.61,972.97
2019년11월02일,1164.33,1018.86,993.69,1030.05,1018.14,983.98,1009.42,997.30,939.90,945.04,943.66,943.86,945.04,949.03,969.34,984.52,971.30
2019년11월03일,1164.04,1017.47,992.86,1029.92,1017.85,985.55,1009.69,997.64,939.70,944.90,943.64,943.24,944.63,948.74,968.58,984.16,971.30
2019년11월04일,1164.12,1017.47,991.57,1029.55,1016.71,985.34,1009.03,997.61,939.56,944.77,943.53,943.58,944.75,948.80,968.07,984.36,971.30
2019년11월05일,1165.30,1017.13,992.94,1029.61,1017.64,985.34,1009.65,997.14,938.58,945.70,943.91,943.42,944.13,948.35,968.49,984.26,970.83
2019년11월06일,1164.64,1017.70,992.87,1028.43,1016.84,985.14,1009.62,997.18,938.20,945.43,943.79,943.62,943.82,948.40,968.66,984.12,971.78
2019년11월07일,1164.68,1018.30,992.66,1030.54,1017.29,985.28,1008.93,996.99,939.09,945.65,943.75,943.03,943.82,947.77,968.77,984.15,972.44
2019년11월08일,1165.13,1019.05,994.16,1029.09,1016.01,984.93,1008.76,997.16,938.95,945.92,943.72,943.98,943.79,947.30,968.53,984.29,973.52
2019년11월09일,1164.45,1019.20,993.40,1028.48,1016.67,983.92,1008.66,997.08,939.06,945.64,943.67,944.22,943.39,947.64,968.58,984.09,974.65
2019년11월10일,1166.12,1019.14,994.21,1028.24,1016.28,983.03,1008.60,997.28,938.73,945.41,943.38,943.85,943.92,947.26,968.45,984.30,974.65
2019년11월11일,1164.43,1019.24,993.50,1028.56,1016.80,983.16,1008.40,997.09,938.43,945.13,943.09,942.97,943.90,947.55,968.32,984.00,973.52
2019년11월12일,1163.95,1019.78,993.15,1027.69,1017.18,983.26,1008.00,996.77,937.81,944.97,942.81,943.30,943.42,947.27,968.53,983.91,973.52
2019년11월13일,1164.84,1018.60,992.76,1029.89,1017.31,983.16,1007.55,997.36,937.89,945.51,942.32,943.86,943.39,947.69,968.42,984.10,973.06
2019년11월14일,1165.53,1017.76,993.13,1028.19,1016.62,983.92,1007.30,996.88,938.09,945.91,942.42,944.98,943.90,947.89,968.37,984.44,973.52
2019년11월15일,1166.64,1017.93,993.43,1027.59,1016.45,983.47,1007.68,996.50,937.99,946.15,942.31,945.13,943.54,947.86,968.43,984.38,971.25
2019년11월16일,1165.42,1018.60,992.84,1029.04,1015.72,983.47,1009.59,996.67,938.14,944.83,942.56,944.86,943.15,946.95,968.58,984.27,969.54
2019년11월17일,1165.72,1017.88,993.33,1028.90,1014.84,983.66,1009.29,996.52,938.10,944.78,942.52,944.75,943.13,947.38,968.00,984.11,968.55
2019년11월18일,1166.63,1016.59,993.19,1028.87,1016.58,983.66,1008.90,996.32,937.19,944.69,942.16,945.07,943.33,946.97,967.95,984.27,968.33
2019년11월19일,1166.40,1018.64,991.95,1028.48,1015.72,983.57,1009.68,996.04,937.25,945.03,942.53,944.81,943.18,946.98,968.50,983.62,967.22
2019년11월20일,1166.55,1019.02,991.72,1029.92,1016.41,980.10,1008.63,996.43,937.03,944.56,941.92,944.68,943.73,946.93,967.93,983.62,967.22
2019년11월21일,1166.39,1017.97,992.86,1028.12,1017.98,980.10,1010.07,996.10,936.72,944.42,941.95,944.86,943.64,946.46,967.95,983.26,966.77
2019년11월22일,1166.78,1018.72,993.02,1026.56,1017.62,978.89,1009.09,996.09,937.09,943.94,941.74,944.79,943.70,946.64,967.69,983.21,966.02
2019년11월23일,1166.49,1018.49,993.29,1027.18,1017.65,979.36,1009.09,995.94,936.59,943.64,941.23,943.78,943.53,946.76,968.31,983.48,967.22
2019년11월24일,1168.02,1018.09,991.34,1026.33,1016.76,979.36,1007.76,995.62,936.33,943.77,941.41,943.98,943.43,946.76,968.45,983.48,968.33
2019년11월25일,1167.67,1018.65,991.57,1026.56,1017.05,979.63,1008.74,995.60,936.38,943.54,940.95,943.78,943.44,947.12,968.10,983.31,966.33
2019년11월26일,1167.31,1018.67,991.95,1027.49,1016.98,978.21,1008.14,995.34,935.87,943.22,941.08,943.41,942.96,946.00,967.79,983.25,965.88
2019년11월27일,1166.40,1018.07,991.48,1027.66,1017.18,977.06,1008.68,995.57,936.15,943.59,941.13,943.05,942.63,946.35,967.79,983.00,965.88
2019년11월28일,1166.47,1017.69,992.16,1026.67,1017.61,977.32,1009.58,995.35,936.14,943.67,941.12,943.29,942.91,946.19,967.79,983.33,966.33
2019년11월29일,1164.79,1017.48,993.01,1026.52,1018.10,977.21,1008.68,995.29,934.88,943.44,940.70,943.71,942.82,946.29,967.73,983.00,965.22
2019년11월30일,1164.96,1017.96,991.41,1027.03,1015.69,977.71,1010.41,995.16,934.60,943.32,940.62,943.47,942.11,946.42,967.96,983.06,965.88
2019년12월01일,1165.37,1017.50,991.52,1027.67,1017.17,977.71,1009.50,995.12,934.89,942.57,940.37,943.65,942.11,946.25,967.86,983.22,964.77
2019년12월02일,1164.81,1017.14,991.20,1026.55,1017.80,977.54,1010.56,994.97,934.49,942.98,940.80,943.20,942.63,946.09,967.96,983.11,967.84
2019년12월03일,1165.20,1017.44,990.01,1027.97,1017.28,978.20,1009.69,995.28,934.55,942.97,940.55,942.94,943.11,946.27,968.09,966.55,967.84
2019년12월04일,1167.50,1017.58,990.19,1028.97,1017.65,978.46,1011.26,995.07,934.97,942.75,940.74,943.20,942.17,946.23,967.56,961.47,967.38
2019년12월05일,1169.65,1017.75,990.52,1026.43,1017.26,978.74,1010.73,995.41,935.10,942.27,940.12,943.77,942.33,946.27,967.82,959.67,967.84
2019년12월06일,1167.77,1018.09,990.22,1028.35,1019.80,979.63,1010.14,995.25,935.08,942.82,939.96,943.75,942.63,945.92,968.18,958.15,966.70
2019년12월07일,1170.27,1017.38,989.64,1028.83,1020.25,980.24,1011.78,995.32,934.36,943.29,940.46,943.47,942.24,945.58,968.46,957.60,967.84
2019년12월08일,1170.27,1017.40,990.29,1028.35,1020.25,979.95,1010.96,994.97,934.56,943.10,940.37,942.80,942.69,945.48,967.93,957.01,967.84
2019년12월09일,1169.82,1016.85,991.48,1028.14,1020.25,980.04,1011.41,994.84,934.25,942.98,940.22,943.03,942.86,945.46,968.42,956.68,967.84
2019년12월10일,1170.11,1016.66,990.69,1028.42,1021.81,981.14,1010.92,995.06,933.84,942.95,940.16,942.80,942.11,945.59,968.65,956.63,967.09
2019년12월11일,1169.07,1017.03,990.91,1027.01,1021.27,979.78,1010.09,995.12,934.05,943.52,939.92,943.27,942.38,945.52,968.28,956.03,965.56
2019년12월12일,1168.45,1016.39,991.16,1027.24,1021.85,981.35,1010.05,995.44,934.33,943.41,939.88,943.32,942.11,945.37,968.10,955.27,965.56
2019년12월13일,1168.44,1016.81,991.27,1027.15,1021.92,980.69,1009.53,995.65,933.56,943.45,939.82,943.06,942.28,945.53,968.77,955.24,965.56
2019년12월14일,1168.63,1016.42,991.05,1027.64,1021.04,980.05,1009.90,995.58,933.62,944.03,939.76,942.69,942.01,945.34,968.89,955.21,965.56
2019년12월15일,1168.87,1016.66,991.00,1027.03,1021.76,980.05,1009.90,995.72,933.54,944.13,939.45,943.02,941.76,945.30,968.79,955.00,965.11
2019년12월16일,1169.34,1017.33,991.57,1027.15,1020.24,981.14,1012.42,995.60,933.80,944.40,939.58,942.80,941.84,945.51,968.83,955.13,965.56
2019년12월17일,1170.20,1018.53,992.57,1028.71,1019.88,981.69,1012.85,995.70,933.96,943.60,940.23,942.83,942.09,945.28,968.81,955.35,965.56
2019년12월18일,1171.74,1019.74,991.69,1029.22,1020.31,982.74,1011.89,995.44,934.62,943.84,940.04,942.63,942.01,945.45,968.93,954.86,965.11
2019년12월19일,1172.22,1019.37,992.84,1028.62,1021.76,981.77,1011.45,995.80,934.02,944.72,940.08,942.34,941.94,945.73,968.49,955.00,965.11
2019년12월20일,1171.88,1019.31,991.72,1029.85,1021.52,981.75,1012.34,996.08,934.02,944.55,939.77,942.94,941.79,946.38,968.63,955.73,965.11
2019년12월21일,1172.23,1020.26,992.66,1029.56,1017.87,983.35,1013.08,996.15,934.34,944.14,940.09,943.05,941.74,946.53,969.46,955.08,965.56
2019년12월22일,1172.83,1020.69,992.43,1029.19,1018.24,983.39,1012.78,996.14,934.34,944.54,939.47,942.70,941.98,946.27,969.78,954.86,964.30
2019년12월23일,1173.12,1019.84,992.30,1028.89,1018.94,983.85,1012.93,996.23,934.38,943.81,939.65,942.78,941.94,946.92,970.25,954.91,965.56
2019년12월24일,1173.34,1019.38,991.29,1028.92,1021.34,982.85,1013.17,996.31,933.49,944.65,939.91,942.78,941.72,946.52,970.75,973.85,965.56
2019년12월25일,1173.82,1020.04,992.88,1030.41,1019.27,983.29,1013.88,996.75,933.68,944.55,940.06,942.83,942.03,947.02,970.21,978.36,965.56
2019년12월26일,1174.18,1021.30,992.40,1030.26,1020.72,983.84,1013.77,996.92,934.17,945.24,939.77,943.32,941.82,947.10,971.21,980.41,966.70
2019년12월27일,1173.98,1021.01,992.15,1029.70,1019.92,983.29,1015.58,997.26,934.17,945.76,940.41,942.96,941.60,947.13,970.77,980.00,965.56
2019년12월28일,1174.17,1021.40,995.29,1028.75,1021.02,983.84,1015.15,997.47,934.17,945.69,940.38,942.95,941.73,946.72,971.02,981.18,965.56
2019년12월29일,1173.93,1021.07,994.33,1028.85,1021.83,983.55,1014.77,997.27,934.15,945.82,940.03,942.79,941.69,946.58,970.99,981.34,965.11
2019년12월30일,1174.13,1020.91,994.56,1029.26,1021.80,984.02,1014.77,997.43,934.60,945.99,940.34,942.82,941.73,946.95,970.76,981.42,964.65
2019년12월31일,1172.12,1021.40,994.84,1030.52,1022.54,984.16,1014.13,997.87,934.66,945.07,939.85,943.17,942.59,947.26,970.99,981.42,966.47
2020년01월01일,1172.52,1021.63,995.05,1029.62,1024.82,984.20,1013.79,998.29,935.58,945.63,939.88,943.93,943.07,947.57,971.51,981.25,966.70
2020년01월02일,1174.21,1022.47,995.02,1029.41,1025.43,984.41,1013.97,998.10,935.96,945.67,940.27,944.05,943.35,947.67,971.74,981.06,967.61
2020년01월03일,1174.07,1023.45,995.84,1030.26,1025.61,983.82,1014.62,997.76,935.90,945.95,941.01,943.59,944.16,947.92,971.53,981.80,967.61
2020년01월04일,1174.44,1023.52,995.25,1030.45,1025.25,984.41,1014.29,998.37,936.09,945.59,941.60,943.32,944.58,947.93,971.95,981.74,967.61
2020년01월05일,1174.44,1024.00,995.36,1029.73,1026.52,984.41,1015.18,998.39,936.45,946.24,941.65,944.08,944.49,948.03,971.31,982.40,967.61
2020년01월06일,1174.66,1023.81,995.70,1030.62,1026.15,985.55,1014.55,998.91,936.48,946.99,941.43,944.07,944.87,948.30,971.38,982.77,967.38
2020년01월07일,1175.40,1023.80,996.31,1030.92,1026.15,985.82,1014.31,999.12,936.99,946.85,942.05,944.63,945.00,948.49,971.48,982.69,968.29
2020년01월08일,1176.32,1023.77,996.42,1032.78,1026.78,987.27,1014.30,999.59,937.61,947.70,943.03,945.29,945.92,949.08,971.63,982.95,969.54
2020년01월09일,1176.99,1023.99,995.81,1034.09,1027.52,986.86,1014.52,1000.07,938.29,947.79,943.70,945.30,946.33,949.29,972.68,983.49,972.00
2020년01월10일,1178.63,1025.35,996.89,1033.92,1027.50,986.53,1015.52,1000.53,938.66,948.12,944.26,945.90,946.65,950.02,972.64,983.27,974.00
2020년01월11일,1178.88,1025.72,996.78,1033.93,1027.71,986.62,1015.59,1000.53,938.99,948.30,944.11,945.98,947.19,949.69,973.16,983.17,974.66
2020년01월12일,1178.83,1024.89,996.15,1034.02,1027.86,987.20,1015.51,1000.61,939.18,948.48,944.23,946.10,947.54,949.73,973.34,983.58,974.66
2020년01월13일,1178.88,1025.79,996.50,1034.42,1027.54,987.15,1015.10,1000.69,939.70,948.16,944.59,946.86,947.58,949.63,973.86,983.85,975.33
2020년01월14일,1178.11,1024.75,996.87,1034.02,1026.33,986.73,1015.48,1000.99,939.48,948.49,945.38,946.81,947.60,949.46,973.81,983.82,973.77
2020년01월15일,1177.66,1025.45,998.27,1031.80,1026.47,986.03,1014.94,1001.48,939.58,948.23,945.41,947.16,947.88,950.58,973.95,983.82,974.22
2020년01월16일,1177.55,1024.38,996.93,1033.21,1026.07,986.03,1014.94,1001.13,938.87,947.65,945.56,947.27,947.87,950.53,975.23,983.87,973.66
2020년01월17일,1179.42,1024.36,997.24,1034.69,1025.56,986.31,1016.02,1000.96,938.86,947.99,945.43,947.40,948.00,950.60,974.53,983.93,974.11
2020년01월18일,1179.70,1025.28,997.18,1033.66,1027.78,986.45,1015.80,1001.12,939.13,948.35,945.77,946.82,947.91,950.74,974.88,983.71,974.11
2020년01월19일,1179.46,1024.71,994.11,1034.17,1028.14,986.73,1015.51,1001.63,938.91,948.24,945.68,947.32,947.65,950.69,974.73,983.66,973.22
2020년01월20일,1179.08,1025.88,994.34,1031.47,1027.58,984.82,1015.28,1001.05,939.04,948.59,945.90,947.10,947.85,950.87,974.95,983.77,974.11
2020년01월21일,1178.69,1025.18,995.01,1032.13,1027.00,985.93,1015.88,1001.33,938.87,948.69,945.67,947.14,947.87,950.45,975.21,983.93,973.77
2020년01월22일,1176.52,1024.59,994.90,1030.75,1026.21,983.28,1015.27,1000.80,938.79,948.64,945.93,946.95,947.38,950.37,974.44,984.04,974.11
2020년01월23일,1177.21,1023.96,995.59,1031.04,1026.04,982.50,1014.41,1000.31,938.55,948.98,945.72,947.30,947.44,950.32,974.09,983.79,974.66
2020년01월24일,1178.41,1023.30,995.96,1032.08,1024.09,982.93,1015.50,1000.25,938.57,948.96,945.36,946.72,947.60,950.78,973.91,983.64,973.00
2020년01월25일,1178.41,1024.07,996.63,1031.04,1023.74,982.74,1014.52,1000.34,940.02,948.97,945.49,946.84,947.60,950.61,974.05,983.75,973.00
2020년01월26일,1178.36,1024.07,995.04,1031.38,1023.21,982.42,1014.23,1000.47,940.09,948.85,945.66,947.09,947.43,950.72,973.80,983.53,974.11
2020년01월27일,1178.73,1023.83,996.05,1031.63,1023.56,982.24,1014.71,1000.36,939.86,948.49,945.23,946.58,947.21,950.41,973.87,983.75,974.11
2020년01월28일,1176.76,1023.43,996.49,1031.00,1025.45,982.56,1014.21,1000.35,940.02,948.28,944.54,946.56,947.47,950.23,974.17,983.70,974.66
2020년01월29일,1177.03,1023.67,997.98,1029.13,1025.30,983.02,1014.15,1000.67,939.47,948.23,944.80,946.43,947.70,950.35,974.11,983.48,974.66
2020년01월30일,1176.18,1023.85,997.23,1028.60,1025.49,984.96,1014.53,1001.11,939.58,948.06,944.82,946.23,948.03,950.51,974.39,983.42,974.66
2020년01월31일,1176.18,1023.70,997.67,1028.33,1024.41,984.55,1013.73,1001.00,938.99,948.18,945.24,946.10,947.30,950.67,974.08,983.42,974.66
2020년02월01일,1176.02,1023.28,997.56,1028.72,1024.95,983.90,1014.78,1000.58,939.20,947.79,944.87,946.19,947.57,950.04,973.79,983.09,974.66
2020년02월02일,1175.18,1022.60,997.30,1028.36,1024.88,983.81,1014.78,1000.14,939.54,947.55,944.44,946.25,947.53,950.13,973.26,983.59,974.66
2020년02월03일,1175.28,1022.36,996.52,1030.18,1024.59,984.00,1014.34,999.94,939.30,947.28,944.01,945.38,947.40,949.95,973.78,983.59,974.66
2020년02월04일,1173.97,1021.21,996.15,1029.88,1024.95,983.82,1014.08,1000.02,939.35,947.69,944.58,945.20,947.01,949.68,973.79,983.64,973.55
2020년02월05일,1171.51,1019.80,996.90,1028.40,1025.80,981.98,1013.10,998.71,938.56,946.27,943.81,944.61,946.84,949.32,972.77,983.59,974.66
2020년02월06일,1170.59,1019.02,995.43,1027.29,1024.13,981.16,1011.54,998.54,938.15,946.13,943.37,944.11,946.54,949.27,972.18,983.59,972.66
2020년02월07일,1169.97,1018.33,994.56,1026.48,1023.07,980.14,1010.33,997.68,937.45,945.14,943.29,942.98,945.91,949.36,971.60,983.59,972.66
2020년02월08일,1169.97,1017.12,994.67,1025.76,1023.74,980.58,1010.04,997.52,937.53,944.50,943.26,942.83,945.02,948.79,971.23,983.59,972.22
2020년02월09일,1169.97,1016.78,994.46,1025.98,1023.03,980.13,1008.91,997.04,936.65,944.49,942.91,942.87,945.30,948.90,971.11,983.64,971.11
2020년02월10일,1170.12,1016.61,993.36,1025.78,1023.95,980.15,1008.99,996.51,935.78,943.97,942.57,942.42,945.05,948.58,970.92,983.48,969.77
2020년02월11일,1169.73,1015.66,994.75,1023.99,1025.02,979.86,1007.93,996.30,935.60,942.63,941.54,941.80,944.74,947.77,970.59,959.39,971.22
2020년02월12일,1167.64,1014.31,992.56,1022.28,1024.03,978.81,1008.36,995.46,934.31,941.77,940.65,941.84,944.25,946.95,969.28,950.87,970.55
2020년02월13일,1165.88,1013.99,989.47,1019.59,1022.96,977.60,1007.85,993.69,932.80,940.65,939.40,941.02,943.68,946.35,968.65,945.46,971.00
2020년02월14일,1166.33,1013.02,989.75,1020.39,1022.11,975.81,1008.16,993.20,931.12,939.33,938.54,939.26,942.74,945.50,968.19,942.40,967.66
2020년02월15일,1165.58,1012.38,989.40,1019.47,1022.68,974.88,1006.42,992.39,930.34,938.42,937.85,938.78,942.28,945.01,967.30,940.87,966.22
2020년02월16일,1166.02,1012.32,989.52,1019.55,1022.32,974.61,1006.16,992.17,930.03,938.09,937.03,938.42,942.00,944.21,966.67,940.10,967.66
2020년02월17일,1165.55,1010.99,989.24,1018.32,1021.68,973.75,1006.42,991.25,929.23,938.55,935.97,938.07,941.48,943.86,965.07,940.10,967.66
