번호,충전소명,충전소ID,충전기ID,충전기타입,소재지 도로명 주소,위도,경도,이용가능시간,기관ID,운영기관명,관리업체 전화번호,충전기상태,상태갱신일시,충전기용량,지역코드,주차료무료 여부,충전소 안내
10289,강남상사,JE090026,1,완속,대전광역시 유성구 진잠로124번길 15-3,36.302417,127.316372,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125031510,,30,무료,
10290,애니카랜드 관저점,JE090027,1,완속,대전광역시 서구 관저중로80번길 39,36.299727,127.337347,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125051510,,30,무료,
10291,대전동부요양병원,JE090029,1,완속,대전광역시 동구 동부로 150,36.327228,127.466852,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124193510,,30,무료,
10292,호수유치원,JE090030,1,완속,대전광역시 중구 동서대로1365번길 13,36.331379,127.408216,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210123123511,,30,무료,
10293,한국타이어 대전공장,JE090031,1,완속,대전광역시 대덕구 대덕대로1447번길 40,36.450737,127.412724,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185511,,30,무료,
10294,태영레저산업,JE100001,1,완속,광주광역시 북구 하서로 150,35.18927,126.878429,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041511,,29,무료,
10295,DS빌딩,JE100003,1,완속,광주광역시 남구 군분로89번길 36,35.14002887,126.8892442,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용가능,20210118185513,,29,무료,
10296,타이어프로 남세종점,JE120001,1,완속,세종특별자치시 금남면 용포2길 3,36.460192,127.280095,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125045508,,36,무료,
10297,한길카서비스,JE130001,1,완속,경기도 의정부시 평화로 145,37.7049,127.047778,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125031504,,41,무료,
10298,오토허브서비스,JE130003,1,완속,경기도 용인시 기흥구 중부대로 242-2,37.2693086,127.093768,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185505,,41,무료,
10299,에이제이카리안디투디 수원센터,JE130004,1,완속,경기도 수원시 영통구 매영로 219-8,37.2615198,127.064383,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025505,,41,무료,
10300,에이치엔티차량기술대물손해사정,JE130005,1,완속,경기도 수원시 권선구 호매실로 104번길 23-37,37.2561481,126.961005,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121504,,41,무료,
10301,마이더스오토샵,JE130006,1,완속,경기도 화성시 우정읍 바수게길 5,37.1106876,126.803484,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041505,,41,무료,
10302,애니카랜드 대야미점,JE130007,1,완속,경기도 군포시 호수로 361,37.3293934,126.917137,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025505,,41,무료,
10303,자이자동차세상,JE130008,1,완속,경기도 양주시 삼숭로 14-35,37.7952117,127.101713,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125021505,,41,무료,
10304,베니키아수원관광호텔,JE130009,1,완속,경기도 수원시 권선구 효원로 266번길 9,37.2611491,127.030586,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20201205215504,,41,무료,
10305,세븐일레븐 양평6번국도점,JE130010,1,완속,경기도 양평군 옥천면 경강로 1519,37.5079045,127.451513,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125021505,,41,무료,
10306,화성북경반점,JE130011,1,완속,경기도 화성시 정남면 정남동로 43,37.1393938,127.033179,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20200909123504,,41,무료,
10307,캘리포니아호텔구리,JE130015,1,완속,경기도 구리시 안골로85번길 5,37.59764,127.140471,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121506,,41,무료,
10308,N2WASH 일산전기차충전소,JE130016,1,-,경기도 고양시,37.629801,126.790682,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125025506,,41,무료,
10309,플라워모텔,JE130018,1,완속,경기도 의정부시 평화로551번길 11,37.740938,127.046434,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041507,,41,무료,
10310,아름다운자전거,JE130019,1,완속,경기도 고양시 일산동구 장항로 3,37.631884,126.793276,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185507,,41,무료,
10311,능곡장미8차아파트,JE130023,1,완속,경기도 고양시 덕양구 행당로11번길 25-6,37.621356,126.82631,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125055507,,41,무료,
10312,위더스요양병원,JE130025,1,완속,경기도 광주시 초월읍 경충대로 974-56,37.366336,127.312479,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124065507,,41,무료,
10313,밤가시마을건영6단지,JE130027,3,완속,경기도 고양시 일산동구 산두로 210,37.675508,126.781741,입주민 전용 24시간,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121514,,41,무료,
10314,빌라드와이,JE130028,1,완속,경기도 성남시 분당구 구미로174번길 6,37.342735,127.125576,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125053507,,41,무료,
10315,헤센스마트오피스텔,JE130029,1,완속,경기도 고양시 일산서구 일현로41번길 16,37.691627,126.76168,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041508,,41,무료,
10316,성균관스토어,JE130032,1,완속,경기도 수원시 장안구 율전로64번길 46,37.295592,126.968695,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123051508,,41,무료,
10317,태건,JE130034,1,완속,경기도 이천시 대장로 67,37.216333,127.457971,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125045509,,41,무료,
10318,블루핸즈 우성현대서비스,JE130035,1,완속,경기도 군포시 공단로 125,37.356316,126.949073,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125023509,,41,무료,
10319,퍼스트가든 제1주차장,JE130036,1,완속,경기도 고양시 일산동구 탑삭골길 273-9,37.731919,126.795699,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124043516,,41,무료,
10320,남이섬꼬꼬춘천닭갈비,JE130037,1,완속,경기도 가평군 가평읍 북한강변로 1045,37.805872,127.52492,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125051509,,41,무료,
10321,잣향기푸른숲펜션,JE130039,1,완속,경기도 가평군 상면 축령로 171-24,37.774834,127.356371,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125033508,,41,무료,
10322,원조곰탕사골,JE130040,1,완속,경기도 가평군 가평읍 가화로 394,37.853361,127.506774,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125051509,,41,무료,
10323,세븐모텔,JE130041,1,완속,경기도 평택시 안중읍 안현로 465,36.991081,126.932045,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125055508,,41,무료,
10324,세진오토월드,JE130042,1,완속,경기도 이천시 백사면 청백리로 38-1,37.302081,127.466556,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123205508,,41,무료,
10325,예아리박물관,JE130043,1,완속,경기도 용인시 처인구 백암면 원설로270번길 25,37.141322,127.364246,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124193509,,41,무료,
10326,동일자동차공업사,JE130044,1,완속,경기도 양주시 화합로1325번길 123-18,37.853007,127.061229,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185509,,41,무료,
10327,요나루키,JE130045,1,완속,경기도 파주시 탄현면 헤이리마을길 82-138,37.788272,126.70286,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,Array,,41,무료,
10328,스위스모텔,JE130047,1,완속,경기도 안산시 상록구 영화5길 1,37.279792,126.849465,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125051510,,41,무료,
10329,에스테크 조명시험연구소,JE130048,1,완속,경기도 용인시 처인구 백암면 삼백로785번길 18,37.140981,127.369023,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125053509,,41,무료,
10330,벨리타모텔,JE130049,1,완속,경기도 파주시 탄현면 새오리로161번길 53-28,37.79866,126.683872,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035510,,41,무료,
10331,시크릿호텔,JE130050,1,완속,경기도 파주시 탄현면 엘씨디로241번길 50-3,37.809708,126.757141,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185510,,41,무료,
10332,하비비무인텔,JE130051,1,완속,경기도 화성시 팔탄면 버들로1597번길 14-8,37.115163,126.876595,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125045510,,41,무료,
10333,루비노호텔,JE130052,1,완속,경기도 남양주시 별내면 청학로54번길 47,37.70959,127.124061,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125045510,,41,무료,
10334,아이비스테이호텔,JE130053,1,완속,경기도 수원시 팔달구 갓매산로76번길 9,37.270429,127.002258,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124173510,,41,무료,
10335,옛날시골밥상,JE130054,1,완속,경기도 파주시 탄현면 새오리로 110,37.793888,126.686185,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210125043510,,41,무료,
10336,갤럭시무인텔,JE130055,1,완속,경기도 양평군 서종면 소근리1길 5,37.632084,127.360894,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210122071509,,41,무료,
10337,청담추어정 광주점,JE130056,1,완속,경기도 광주시 이배재로 276,37.435531,127.229083,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035510,,41,무료,
10338,에덴파크모텔,JE130057,1,완속,경기도 안성시 공도읍 전원길 62-5,37.018238,127.209847,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121509,,41,무료,
10339,데데아호텔,JE130058,1,완속,경기도 파주시 탄현면 필승로 487-43,37.78446,126.68691,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210123121509,,41,무료,
10340,젠틀맨호텔,JE130059,1,완속,경기도 양주시 장흥면 권율로 505,37.750784,126.967771,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,Array,,41,무료,
10341,골든모텔,JE130060,1,완속,경기도 안성시 일죽면 서동대로 7669-5,37.103963,127.492211,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041510,,41,무료,
10342,계정횟집,JE130062,1,완속,경기도 양평군 양동면 양서북로 666-13,37.468935,127.774633,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210120041511,,41,무료,
10343,의왕새마을금고 청계포일지점,JE130063,1,완속,경기도 의왕시 안양판교로 146,37.391777,126.987758,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125051511,,41,무료,
10344,한화리조트 양평,JE130064,1,완속,경기도 양평군 옥천면 신촌길 188,37.567198,127.457002,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041511,,41,무료,
10345,신내장어구이,JE130065,1,완속,경기도 양평군 개군면 공서울길 57,37.467398,127.534053,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125035511,,41,무료,
10346,무인텔핫,JE130066,1,완속,경기도 평택시 안중읍 대반3길 1-11,36.985911,126.950765,09:00~18:00,JE,제주전기자동차서비스,1670-2690,사용가능,20210124183512,,41,무료,
10347,명지대학교 자연캠퍼스,JE130067,1,완속,경기도 용인시 처인구 명지로 116,37.221417,127.186017,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210118185511,,41,무료,
10348,한신트리플렉스 A단지,JE130068,1,완속,경기도 안산시 단원구 풍전로 37-9,37.324417,126.789401,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125045512,,41,무료,
10349,한신트리플렉스 B단지,JE130069,1,완속,경기도 안산시 단원구 풍전로 37-24,37.326209,126.788747,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210124233513,,41,무료,
10350,CU동탄금곡로점,JE130074,1,-,경기도 화성시,37.1779,127.0797,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125013514,,41,무료,
10351,광교테크노프라자,JE130075,1,급속,경기도 수원시 영통구 창룡대로256번길 41,37.29596425,127.0385956,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210125021518,,41,무료,
10352,셀세모 화도점 셀프세차장,JE130077,1,급속,경기도 남양주시 화도읍 수레로 1136,37.63860115,127.3041245,24시간 이용가능,JE,(주)제주전기자동차서비스,1670-2690,사용불가,20201212121514,,41,무료,
10353,강릉시 왕산면사무소,JE140001,1,완속,강원도 강릉시 왕산면 백두대간로 1997,37.6726718,128.837872,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125041505,,42,무료,
10354,강릉시 성산면사무소,JE140002,1,완속,강원도 강릉시 성산면 구산길 22,37.7187976,128.832202,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용중,20210124181505,,42,무료,
10355,강릉시 강동면사무소,JE140003,1,완속,강원도 강릉시 강동면 율곡로 2208,37.7280752,128.954289,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125045505,,42,무료,
10356,강릉시 연곡면사무소,JE140004,1,완속,강원도 강릉시 연곡면 연주로 35-8,37.8600749,128.836858,24시간 이용가능,JE,제주전기자동차서비스,1670-2690,사용가능,20210125015505,,42,무료,
